 Kd 8d Th Qd Qc] [ 6c 3s 3c 7d Kc 9d 8s Jc 4c 2c 9s 6s 6h Kh Ah Td Ks 2s Jd 4s Js As 9c 2h Qs 8h Tc Ts Qh 5d Ad 7s 4d 7c 5c 7h Jh Ac 3d 8c 3h 9h 5s 5h 6d 2d 4h];[Qc, Qd, Th, 6c, null];null;null;b1[r:13,9] Hero[f:86,13] ;null;{4} ;-4;b1[3h, Kh];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Ac Js Ts 7c 3d 4h Td Ks 6h 8c Kh 2d 4s Jc 5h 3c 7h 2c 9h 7d As 8h 2h 4d 7s 4c Ah Ad 9d 6c Qh Jh Qs 5d 3s 8s 5s 6d 9s 9c 5c Kc 6s Jd Tc 3h 2s];[Qc, Qd, Th, Ac, null];null;null;b1[r:12,66] Hero[f:86,13] ;null;{4} ;-4;b1[4d, Td];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 3h 8h 8s Td Js 5d 2d 8c Jd Kh 2s 3c 6d 5h 2h 6c 5c 3d 7c 4d Ad Ks Jc 6h 9s Jh 9d As 4s 9c Tc 2c 6s 7s Ac 4h 7d Ah 7h 3s Ts 4c Kc 5s Qs 9h Qh];[Qc, Qd, Th, 3h, null];null;null;b1[r:12,66] Hero[f:86,13] ;null;{4} ;-4;b1[Ts, Ad];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 5d Ad Js 6d 3c Qs 9d 8c Kh 8h 2d 8s Jd 4h 4s Qh 3d 9h Kc 2c 7d 5c 3h Td 4d Jc 5h Tc 3s 9s Jh 7s 7h Ac Ks 6s As 2s 6h 7c 9c 2h 6c Ts Ah 5s 4c];[Qc, Qd, Th, 5d, Ad];null;null;b1[c:13,9] Hero[c:0,27] ;b1[c:4,5] Hero[c:0,77] ;Hero(6) ;6;b1[As, 4h]13133;b2;Hero[8d, Kd]25828;b0
 Kd 8d Th Qd Qc] [ Kh Ah 7c 5c 4d Jd 9h Ad 6h 3s Ks 2h Jc 6c 4c 2c 9c Js 3h 8h 2d 6d 5s Ac 4h 7s 5h Qh 2s Ts Td Tc 6s Jh 3d Kc 8c 5d 7d 9d 8s 7h 3c Qs As 9s 4s];[Qc, Qd, Th, Kh, null];null;null;b1[c:13,9] Hero[r:6,79] b1[f:77,17] ;null;Hero{6} ;6;b1[8h, 5d];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 7c 5h 4d 5c 9d 2h 6s Ks 9c 8s Qs Qh 2s 8c Jc 9s Ac 7d 6h 7h 3c Kh 2c 7s 6c 8h Td 3h Jd Ah 5s 4h 9h 2d 4c 5d Ad As Ts Kc Jh 6d 3d 3s Tc 4s Js];[Qc, Qd, Th, 7c, 5h];null;null;b1[c:13,9] Hero[c:0,27] ;b1[r:14,64] Hero[f:92,7] ;{4} ;-4;b1[6s, Jd];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 2d 6c 7d Ah 6s 8c 3s 4s Qh 3c 2h 9c 6d 7c 9s 5s 9h Jd Kh 4d 3h 5d 9d Kc Tc Ad Ks 5h 2s Jh 8h 7h Ts 2c Td Ac 6h 8s 5c 4c 4h Qs 7s Jc 3d Js As];[Qc, Qd, Th, 2d, 6c];null;null;b1[r:12,66] Hero[c:0,27] ;b1[r:14,64] Hero[f:92,7] ;{8} ;-8;b1[Js, Jh];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 9c Ad 6c 6d 4h Js 5d 2s 8c Ts 9s 3h Kc 4c 5h 6h 2d 8s Tc As 3d 5c Ah 2h 7h 7s Ac Kh Ks 7d Jh Qs 7c 3s 8h 9d 4s 3c 4d 2c 6s 9h Td Jc Jd 5s Qh];[Qc, Qd, Th, 9c, Ad];null;null;b1[r:12,66] Hero[c:0,27] ;b1[c:4,5] Hero[c:0,17] ;b1(18) ;-8;b1[Js, Qh]17109;b2;Hero[8d, Kd]10611;b0
 Kd 8d Th Qd Qc] [ 3h Jc 3d Ks 4s Kh 5d 4c 5s Jd 3s 9c 8c 4d 6c 2d 3c Td Ts Ad Qs 7d Ah 2h 5c Qh 8s Js 9h 2c 7c 7h 7s As 2s 8h Tc 4h 5h 9d 6d 6h 6s Jh Ac Kc 9s];[Qc, Qd, Th, 3h, null];null;null;b1[c:13,9] Hero[r:0,27] b1[f:77,17] ;null;Hero{6} ;6;b1[9d, Ad];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 7d 8s 2c Qh 7h 4s Kc 2s 2h 6s Ah 4c Ks 5d 9h 4d 6c 8c 6h 5s Jd 3s 8h 9c As 3h Td 9d 5h Kh Ad 6d 5c Jh Ac 2d 9s Js Jc Ts 3d 4h 7c Tc 7s Qs 3c];[Qc, Qd, Th, 7d, 8s];null;null;b1[c:13,9] Hero[c:0,27] ;b1[c:14,64] Hero[r:0,77] b1[f:89,10] ;Hero{6} ;6;b1[Ks, 9h];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 9c 5c 6c Ks 7h Ad 8s Jd 9d 6s 4c 7s 9s 4d 2s 3d 6h 5d As 2d Jc 8h 7d Qs 3s 6d 5s 4s Qh Ts Ac 5h 2c 3c Js Jh Td 9h Kh Tc 3h 4h Ah 8c Kc 2h 7c];[Qc, Qd, Th, 9c, 5c];null;null;b1[c:13,9] Hero[r:6,79] b1[c:13,9] ;b1[r:14,64] Hero[f:92,7] ;{8} ;-8;b1[4c, Kc];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 5h Tc 7s Kh 9h 2h 3d 2s Ts Jd 4d Js 7d 4c Jc 9d 5d 2d Ah Qh Ac 7h 9s 4s 4h 8s 2c Jh 6s 8c As Ks 3h 7c 8h Ad 3c Kc Td 5c Qs 9c 5s 3s 6h 6d 6c];[Qc, Qd, Th, 5h, Tc];null;null;b1[c:13,9] Hero[c:0,27] ;b1[c:4,5] Hero[r:0,17] b1[f:89,10] ;Hero{6} ;6;b1[7h, 8h];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Tc Ts Kh 9s Ah 3d 6c 7d 9c Td 2h 3c 8c Kc 5c 4h 9d Jd 5s 5d 7c Jc Qh As 6s 7h 3s Ac Ks 9h 2d Jh 8s Qs 3h Js 6h 4d Ad 8h 2s 5h 4s 4c 6d 2c 7s];[Qc, Qd, Th, Tc, Ts];null;null;b1[c:13,9] Hero[r:6,79] b1[c:77,17] ;b1[c:4,5] Hero[c:0,17] ;b1(9) Hero(1) ;1;b1[Kh, 5c]28778;b2;Hero[8d, Kd]28778;b0
 Kd 8d Th Qd Qc] [ 8h Ac 4s Ks Kh 9c 2c 2h Kc 3d 9s 6s Jd 4h 7s 3s Jh 2d 5s 4d 5h 7h Ad Qs 4c Jc 5d 7c 8s As 9d 3c 7d 5c 8c Ah 9h 6h 6d 3h Js Qh Ts 6c Tc 2s Td];[Qc, Qd, Th, 8h, null];null;null;b1[c:12,66] Hero[r:6,79] b1[f:77,17] ;null;Hero{6} ;6;b1[3h, Jd];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 7c Ks Ac Js 6c Ah 9s Jc 2d 3d 7s Ad 9d Kh 5s 8s 3c Td 6h 8c Qs 2h 5h 4h 9c 8h 3s 6d Ts Jd 4c 4d 9h Kc Qh Tc 5d 5c As 3h Jh 4s 7d 6s 2s 7h 2c];[Qc, Qd, Th, 7c, Ks];null;null;b1[c:13,9] Hero[c:0,27] ;b1[c:4,5] Hero[r:0,77] b1[r:89,10] Hero[c:0,17] ;b1(13) Hero(1) ;1;b1[Ks, 3d]13012;b2;Hero[8d, Kd]13012;b0
 Kd 8d Th Qd Qc] [ Ah 2d 7d 6c Jh Qh Jc 4d 5s 3h 5c 3d 7h 8s 8c Js 7s 4s Ts 9h 9c Ac 9d Tc Qs Kc Kh 4h 7c 2c 3s 5d 3c 9s As Jd 6s 6h Ks 2h 4c 8h 5h Ad Td 6d 2s];[Qc, Qd, Th, Ah, null];null;null;b1[r:12,66] Hero[f:86,13] ;null;{4} ;-4;b1[Jh, 2d];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 2h Ac 7c Kh Jc 2d Js Jh 5s 9d 6h Ah 3c 7s 3s 9h 2s 8h 3h 3d 6d Ts Td 7d 5c 2c Tc As 8s 4d 6s Qs 9c 7h 5h 4h 5d 8c Jd 6c 4s 4c Kc Qh 9s Ad Ks];[Qc, Qd, Th, 2h, null];null;null;b1[c:13,9] Hero[r:0,27] b1[r:12,66] Hero[f:86,13] ;null;{8} ;-8;b1[8c, Ac];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 3d Jc 4s Jh 4h 8h Tc As 7c 2c 9c Qh 6d 7s 9h 3h Js 2d Ah Ks Kc 6s 9d 4d Ad 2s Kh 5d 3c 6c 5s Qs 4c 3s 5h 7h 8c Td Jd 8s 9s 5c 6h 7d Ts 2h Ac];[Qc, Qd, Th, 3d, null];null;null;b1[c:13,9] Hero[r:6,79] b1[f:77,17] ;null;Hero{6} ;6;b1[5h, 8h];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Qs 3h 4c 4s 3c 5d Kh Ks Ad Qh 7d 6h 2s Ts 9d 4h Js 2d 9c 6c Jh 8s 6d Tc 9s 9h 7h 2h 3s 8c 5h Jd Kc 5c Jc Ac 7s 6s 7c 2c 4d As Td Ah 3d 5s 8h];[Qc, Qd, Th, Qs, null];null;null;b1[r:12,66] Hero[r:6,79] b1[f:77,17] ;null;Hero{10} ;10;b1[5h, 8h];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 5d 9d 2c 5s 6c 4h 9s 6h 2s 5h Ts 7s Jh Qh 9h Qs 3h Ks 7h Jc Kh 7d 8s As Ah Tc 4s Kc 2d 9c Jd 5c 4c 4d 3s 3d 8h 7c 6d Js Ad 6s 2h Td 3c Ac 8c];[Qc, Qd, Th, 5d, 9d];null;null;b1[c:13,9] Hero[c:0,27] ;b1[r:14,64] Hero[c:0,17] ;Hero(10) ;10;b1[Qh, Kc]17098;b2;Hero[8d, Kd]25295;b0
 Kd 8d Th Qd Qc] [ 7s 7d 2s 6s Ts 8h 6d 8s 7c Jc 2d 9s 3s 4h Jd 5s 2c 4s Kc As Ac Tc 6c Ad 4c Js 4d 3c 5h Qs 3d Kh 5c 3h Qh Ah Ks 7h Jh Td 5d 6h 9h 9c 9d 2h 8c];[Qc, Qd, Th, 7s, null];null;null;b1[c:13,9] Hero[r:0,27] b1[r:12,66] Hero[f:86,13] ;null;{8} ;-8;b1[7h, 9h];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 7d Jc Ts Jh Ks 9c 9d Jd Ad 2d Td Kh Kc 8h As Js Qh 4h 7s 9h 5s 3s 8c 7h Ac 9s 6h Ah 4s 5d 3d 3c 4c 5h 4d 3h 6s Tc 2c 6d 2s 5c 2h 6c 7c 8s Qs];[Qc, Qd, Th, 7d, Jc];null;null;b1[c:13,9] Hero[c:0,27] ;b1[c:4,5] Hero[r:0,77] b1[c:4,5] ;b1(18) ;-8;b1[7h, Ad]12849;b2;Hero[8d, Kd]10557;b0
 Kd 8d Th Qd Qc] [ 5c 8s Js 7h 4c Ad 2s As 6s 4d 7s Kh 4s 2d Jd Jc Jh 5s 3h Td 9s 9h 2h 2c Ah Ac Tc 3c 3s 3d 7d 6d 8c 6h 5h 9d Ks 8h 5d Qh 6c 4h Ts 9c Kc 7c Qs];[Qc, Qd, Th, 5c, null];null;null;b1[r:12,66] Hero[f:86,13] ;null;{4} ;-4;b1[Kh, Ad];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Jh 6c 4c 7s Ts 6h 4s 2d Qs 3c 9c 9d Ks 4d Jd Js 8h Td 7c 5d 2h Ad Qh Ac 2c As 6d Jc 6s 5s 7h Kc 8s 7d 3h 9s 5h 5c 3d Ah 4h 8c Kh Tc 9h 2s 3s];[Qc, Qd, Th, Jh, null];null;null;b1[c:13,9] Hero[r:0,27] b1[f:77,17] ;null;Hero{6} ;6;b1[Ad, 4c];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Jd 4s 5h 6h Ks 8c Qs 6s 7d 8s As 5c 8h Kc 9c 4h 2h Ad 3s 3d Ts 9s 3h Jh Ac 2c Ah Qh 7c Js 9h 7s Kh 2d 3c 4c 2s 6d 5s Jc Td 9d 5d Tc 4d 6c 7h];[Qc, Qd, Th, Jd, null];null;null;b1[c:13,9] Hero[r:0,27] b1[f:77,17] ;null;Hero{6} ;6;b1[8s, 5d];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 3s 4c 8h 3d Qs Js 7h 2s Jd Ac 5d Ts 5h 8c As 2c 4h 9s 3h 9h Kc Td 7d Tc Kh 6s 6h Jc Ks 7c 5s 9d 5c 6c 3c 2d Jh 2h Qh 7s Ad 4s 4d 6d 8s Ah 9c];[Qc, Qd, Th, 3s, null];null;null;b1[r:12,66] Hero[r:86,13] b1[f:77,17] ;null;Hero{10} ;10;b1[7h, Jh];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 5h Ah 4c 6s 4d Jh Qh 6d 9s Kh 2h Td 2s As 6h 8c 2d Ac 5d 3c Jd 7h 8s 5c 3d 7s Js Qs Ks 9h Ad 8h 3s Kc 9d Ts Jc 2c Tc 5s 7d 4s 9c 6c 7c 4h 3h];[Qc, Qd, Th, 5h, Ah];null;null;b1[c:12,66] Hero[c:0,27] ;b1[c:14,64] Hero[c:0,17] ;b1(5) Hero(1) ;1;b1[2c, Kc]10611;b2;Hero[8d, Kd]10611;b0
 Kd 8d Th Qd Qc] [ 4d 6c Kh Js 2d 8s Ac Ah 8c 6h 6s 3c Ts Ks 9d 2s 5s 9h Td 4c Jh 2h 9c 3d 7d Jc 7s 4s 3s 3h Tc As 6d 5h 8h Qs Jd 9s Qh Ad Kc 2c 5d 5c 4h 7c 7h];[Qc, Qd, Th, 4d, 6c];null;null;b1[r:12,66] Hero[r:0,27] b1[c:12,66] ;b1[r:14,64] Hero[f:92,7] ;{12} ;-12;b1[Jh, Qh];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 6c Kh Kc Jc Ks As 7h 7d Ts 8s 9s 3c 8h Jh 8c 2c Ac 2d Td 9c 4c 6d 5s 5h 2s Qs Ah 3s 4s 5c 7c 4h Ad 7s 3h 9d 3d 5d Jd Js 4d 9h Tc 2h Qh 6h 6s];[Qc, Qd, Th, 6c, null];null;null;b1[c:13,9] Hero[r:0,27] b1[f:77,17] ;null;Hero{6} ;6;b1[5h, 7c];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 4c 6d 2s 8s 6h Ac 6c 7d Js 5d 3d 3c 7s 7h Qs Ts 2c Kh Qh 3s 9s 6s 8c 4s 7c 3h 9c 5s As Jc Ad Tc Jd 5h 2d Ah 9h Kc 8h Td 5c 2h Jh 4d 4h 9d Ks];[Qc, Qd, Th, 4c, null];null;null;b1[c:13,9] Hero[r:0,27] b1[r:77,17] Hero[f:86,13] ;null;{8} ;-8;b1[Ah, 5c];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 7c 7s 2d 9s Tc 4c 9c Kc Kh 7d Js Jc Td 4h Ts 3c Ah 6h Qh Ks 5d 5s As 3h 8h Qs 2h Jh Ad 8s 6d Ac 8c 9d 4s 3s 3d 9h 2c 6s 5c 2s 5h 7h 4d 6c Jd];[Qc, Qd, Th, 7c, null];null;null;b1[r:12,66] Hero[f:86,13] ;null;{4} ;-4;b1[7s, 5c];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Td 5s Ks 4s Js Jc 5h Ts 6c 2d Qh 7c 4c 3s 9d 5d Ad Tc 3d 2c 9s 6h Kh 9h 4h 8h Jh Kc 6s Ac 6d 3h 8s 9c 7d 5c 2s 7s 4d As 8c 2h 7h Jd Ah Qs 3c];[Qc, Qd, Th, Td, null];null;null;b1[r:12,66] Hero[r:6,79] b1[f:13,9] ;null;Hero{10} ;10;b1[Tc, Ac];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Qh Ah 5s Jd 6h 5c 6s 7s 7d 2c 4c 5h 9s 5d 4s 9h 2d 3h Qs 6c 4h Kh 8c 8s Jc 3s Kc 8h 9d 4d Jh Td 2h Tc Ts Ad 3c 3d 9c 2s Ac As Js 6d 7c Ks 7h];[Qc, Qd, Th, Qh, null];null;null;b1[c:13,9] Hero[r:0,27] b1[f:77,17] ;null;Hero{6} ;6;b1[4s, 8s];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Ac Kc Jc Jh Js 9c 8c 9s 9h 4h Ts 2c 7c 6h 8s 5h Ks 7s 5s 6s Jd 3d Kh 4s 7d 2d 7h 6c Ah 9d Ad 3s 4c 5d Qs 2h 3c 3h Tc 5c 8h 2s 6d Td Qh As 4d];[Qc, Qd, Th, Ac, Kc];null;null;b1[c:13,9] Hero[c:0,27] ;b1[r:14,64] Hero[f:92,7] ;{4} ;-4;b1[9s, Jd];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 8h Ah 4d 9c Jd 3h Kc 7s 8s 9d Jc 5d 5c Tc Jh 5h 4c 2d 6c 6h Ts 6s 2h Qs 2s Kh 8c Td 9s 7c Js As Ac Ad 7h 7d Ks 5s 6d 2c 4h 3c Qh 3d 3s 4s 9h];[Qc, Qd, Th, 8h, Ah];null;null;b1[c:13,9] Hero[r:6,79] b1[c:13,9] ;b1[c:4,5] Hero[c:0,17] ;b1(18) ;-8;b1[8c, Ac]13133;b2;Hero[8d, Kd]12860;b0
 Kd 8d Th Qd Qc] [ 4h Jc 4s 7c 5d 2s 2d 3h 3s 5h As Ac Ks 2c 9d 3d Td 6c 6s 7h 7s Tc 5s 7d 6h Ah 3c Ts Kh 2h 8s Qs Jh 5c 4c 8h Ad 9h Js 9c 9s 6d Kc 4d 8c Jd Qh];[Qc, Qd, Th, 4h, Jc];null;null;b1[c:13,9] Hero[r:0,27] b1[c:12,66] ;b1[c:4,5] Hero[c:0,17] ;b1(18) ;-8;b1[3c, Ac]10602;b2;Hero[8d, Kd]10557;b0
 Kd 8d Th Qd Qc] [ 2s 4c 9h Qs 7d 8h Td 2c 3h Ks Jh Ah 7h 5d 9c 8c Ts As 6c Jc 4h 9d 2d 7c 3s 5s 4s Ad 3d Qh Kh 7s 9s 8s 5c Jd 2h 6s Kc 6d Tc Js 3c 6h 4d 5h Ac];[Qc, Qd, Th, 2s, null];null;null;b1[r:12,66] Hero[f:86,13] ;null;{4} ;-4;b1[4s, 4d];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Ts 3c 8s 3h 6d As 8c Tc Qs Kc 5s 6s 2s 8h Ks 3d Ah Jc Ad 4h 6c Jd 2d 7h 4d 9c Kh 7s 9h 5d 4s Jh 9d Td 5c 9s 7d 4c Qh Js 2h 2c Ac 3s 7c 6h 5h];[Qc, Qd, Th, Ts, null];null;null;b1[r:12,66] Hero[f:86,13] ;null;{4} ;-4;b1[9h, 7c];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Ac As 5h Ah 8h Kc 9h Jc 5c 6h 7h Tc Ts 2d 4s Qh 7d 2c 5d 6c 3d Ks 2h 7c 9c 3c 9d 3s Jh Jd Kh 6s Js Td 4d 8s 9s 3h 2s 7s 4h Qs 8c 4c 5s 6d Ad];[Qc, Qd, Th, Ac, As];null;null;b1[r:12,66] Hero[r:86,13] b1[c:13,9] ;b1[c:4,5] Hero[r:0,17] b1[f:89,10] ;Hero{14} ;14;b1[9h, Tc];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 9c Jh 4d 9h 8s Js 2c Qh Tc 2d 6d Ad 7s 4c 9d 5h Qs 7d Ac Ah Ks 3d 7c 3c As 5d 5c Ts Jc 4h 7h 3s 3h Kc 2s 9s Kh 6c 4s Td 2h 8c Jd 8h 6h 5s 6s];[Qc, Qd, Th, 9c, Jh];null;null;b1[c:13,9] Hero[r:0,27] b1[c:13,9] ;b1[c:4,5] Hero[r:0,77] b1[c:4,5] ;Hero(14) ;14;b1[6s, 8c]20488;b2;Hero[8d, Kd]20489;b0
 Kd 8d Th Qd Qc] [ Ad 5d Ac 8s 8h Jc 4s 6s 2h 6c 3c 3h 7h 7s 9s 6d 5s 2d 4d Ts 9h 7c 4h Jd Ah 8c 3s 4c 2c Ks 9c 9d 5c Tc Kh 5h 3d Td 6h Qs Kc Js Qh 2s 7d Jh As];[Qc, Qd, Th, Ad, 5d];null;null;b1[c:13,9] Hero[c:0,27] ;b1[c:14,64] Hero[c:0,77] ;Hero(6) ;6;b1[7d, 8c]10592;b2;Hero[8d, Kd]25828;b0
 Kd 8d Th Qd Qc] [ 6s Jh 4h As Jc 3s Jd 9s 3c 3h Js 2s 2d 2c 6c 5d 4s 7s 2h Ad 9d 8h Ts 7h 6d Ac Qs 7c 4c Td 8s 7d 5c 8c Ks 6h Kh Tc 3d Kc Ah 4d 9c 5s 9h Qh 5h];[Qc, Qd, Th, 6s, Jh];null;null;b1[c:13,9] Hero[c:0,27] ;b1[c:4,5] Hero[c:0,17] ;Hero(6) ;6;b1[9h, 7c]10512;b2;Hero[8d, Kd]10557;b0
 Kd 8d Th Qd Qc] [ 7s Tc Jc 9s 9c 5s Ts 4d 3h Qs 2d 4h Ks 4s Qh 9d 8h As Kc Jd 8s 5d 6h 4c Kh Ah 7c Js Jh Td 3c Ad 7h 5h 3s 3d 6s 5c 7d 2h 8c 6d 6c 2s 9h 2c Ac];[Qc, Qd, Th, 7s, Tc];null;null;b1[c:13,9] Hero[r:6,79] b1[c:13,9] ;b1[c:4,5] Hero[c:0,17] ;Hero(10) ;10;b1[7d, 9d]12879;b2;Hero[8d, Kd]12881;b0
 Kd 8d Th Qd Qc] [ 2c 9s 3c Td 8h Ts 3s 7d Jd 3h As 2d 9d 7c 6s Kh 6d Ac Jh 5h 4h Ah 5c Js 2s 4c Qh Kc 8s Ad 7h 5d 4d Jc 3d 9c 7s 2h 6h 5s Ks Tc 9h 6c 8c Qs 4s];[Qc, Qd, Th, 2c, null];null;null;b1[c:13,9] Hero[r:6,79] b1[f:77,17] ;null;Hero{6} ;6;b1[4h, Kh];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 3s 5s Jc 3d 7c 9c 9s Jh 4s 3h 3c Ts 4c 8s Jd 2c Ac 2h Ad Ks 2s 9d Qs As 7s Ah 6h Td 5d 7d 6d 4d 6c 8h 7h 8c 9h Qh 6s 5c Kc 4h 5h Tc 2d Kh Js];[Qc, Qd, Th, 3s, 5s];null;null;b1[c:13,9] Hero[c:6,79] ;b1[c:4,5] Hero[c:0,17] ;b1(10) ;-4;b1[2s, As]10589;b2;Hero[8d, Kd]10547;b0
 Kd 8d Th Qd Qc] [ 7h 3s 9c 5h 2c Jc 8c 5c 4h 6s 5s 6c As 7c 3h 8h 2d Kh 5d Jd Jh 4d Ac Qs 6h 3c 6d Qh 8s 9h 2s 2h Ah Tc 3d Kc 9s 4s 4c Td Ks Ts 7s Ad 7d 9d Js];[Qc, Qd, Th, 7h, null];null;null;b1[c:13,9] Hero[r:0,27] b1[f:77,17] ;null;Hero{6} ;6;b1[5s, As];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 4c 5d 3s 3d Td 9h 4d Kh 2d Jc 2c 3h 4h Ad 8c Tc 9s Ks Ac Jh 7d 5h Ah 2s 6s 7h 9c Ts 2h As 5c 7s Qs Qh Kc 8s 6c 3c Js 4s 9d 8h 5s 6h 7c 6d Jd];[Qc, Qd, Th, 4c, 5d];null;null;b1[c:13,9] Hero[c:0,27] ;b1[c:4,5] Hero[c:0,77] ;b1(10) ;-4;b1[As, 7d]10591;b2;Hero[8d, Kd]10547;b0
 Kd 8d Th Qd Qc] [ 4d 3s Td 8h 5s Jc 7c 6s 6c 2c Ah 3c 4h 2h 3h Tc 5h 2d 7d 5c Jd 5d Qh 6h 9h 7s 9d Ks 8c Kh Ad Js Ac 9c Jh 4s 6d Ts 9s 7h 2s 4c As Qs Kc 8s 3d];[Qc, Qd, Th, 4d, 3s];null;null;b1[c:12,66] Hero[r:0,27] b1[c:13,9] ;b1[c:4,5] Hero[r:0,17] b1[f:89,10] ;Hero{10} ;10;b1[Kh, 9c];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 8s 2h 3c 9c 6h 3s 4h Ac 7s 6c 5h 7h Td Ts Qh Kc 2s Ks Jc 7d 5s 4d 2c 6s 7c Ad Jh 8h 6d 5c 9h Js As 4c Kh 4s Ah Jd Tc Qs 9d 5d 8c 3d 2d 9s 3h];[Qc, Qd, Th, 8s, 2h];null;null;b1[c:13,9] Hero[r:6,79] b1[c:13,9] ;b1[r:4,5] Hero[c:0,17] ;Hero(14) ;14;b1[Ks, 9d]10548;b2;Hero[8d, Kd]12859;b0
 Kd 8d Th Qd Qc] [ 9s 4c 3s 9d 7h 3c 8h 7s Td 6h 8c 3d 5s 3h Kh Jd 2d Ts 4h Ad 7d 9h Jc 5c 6c 4d As Tc Ah 2s Js 4s 5d Kc 5h 9c Ks 8s 2c Qs Qh 6s Jh 2h 6d Ac 7c];[Qc, Qd, Th, 9s, 4c];null;null;b1[r:12,66] Hero[c:0,27] ;b1[r:14,64] Hero[f:92,7] ;{8} ;-8;b1[4s, Qh];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 6h 9h 6s 6d 8h Td 7c Ah 3d 9s 4s Ad Qh 3s 7d 9c 5s 8c Tc 7s 7h 6c Kc 3h 4h 4d Kh Jh 5d Jc 9d Jd 2h 4c As Ts 8s Qs 2s Ks 5c 5h 2c Ac 2d 3c Js];[Qc, Qd, Th, 6h, null];null;null;b1[r:12,66] Hero[f:86,13] ;null;{4} ;-4;b1[6h, 6c];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Kh Jc 2c As 6s Ac Tc 8h 4d Ks 5d 5c 4h 9s Ts 9h 4s Ad 7c 6d 7d 9c Js 6h 9d Ah 5s Kc 5h 3c Jd 3s 6c Jh 2s 3d 2h Qs 8c Td 4c 8s Qh 7h 2d 7s 3h];[Qc, Qd, Th, Kh, Jc];null;null;b1[c:13,9] Hero[r:6,79] b1[r:77,17] Hero[c:0,27] ;b1[c:4,5] Hero[c:0,17] ;Hero(14) ;14;b1[5c, Jc]12892;b2;Hero[8d, Kd]13013;b0
 Kd 8d Th Qd Qc] [ 7d 7c Ks 2h 4s Ac 5h Qs 5d Td 6h As 9c 7s 4d 6c 9d 4c Kh 3h 8c Jc Qh 3d 2d Ts 8h 2c Ah 6s 2s 3s 5c Jd 3c 4h 8s 6d Ad Js 7h Jh 5s 9s Tc Kc 9h];[Qc, Qd, Th, 7d, null];null;null;b1[r:13,9] Hero[r:0,27] b1[f:77,17] ;null;Hero{10} ;10;b1[5h, Ad];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Ad Jc Ac 7d 5d 2d 4d Kc 7h 9c 3s 7c Qh 4c 8h Ks 6h Td 6d 5h 4h 2s 6c 9s 6s 2c Jd Ts 3c Kh Tc As 3h 7s 9d 9h 8s 4s Ah Jh 5s 8c 2h Qs 3d Js 5c];[Qc, Qd, Th, Ad, Jc];null;null;b1[c:13,9] Hero[r:6,79] b1[c:77,17] ;b1[r:4,5] Hero[r:0,77] b1[f:89,10] ;Hero{14} ;14;b1[7h, 9h];b2;Hero[8d, Kd];b0
