 Kd 8d Qs Th Qd Qc] [ 7s 2d 5c 7d 9s Jd Jc 4d 2c 3c Qh 8h 3h 4s Tc 9h Ks 4c 2s 6d 6h As 6c 9d Ah Ts 7c 4h Jh 8c 7h 6s Ad Js Ac 3s 8s Kc 5h 2h 5s 9c 3d Kh Td 5d];[Qc, Qd, Th, Qs, 7s];null;null;b1[c:13,9] ;b1[c:4,5] Hero[c:0,17] ;b1(30) ;-14;b1[Ks, As]17110;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 6d 7h 8h 4d Ts Kc 5d 9d 2s 5s As 4c 2c 3h Js 4s Kh Ks 2d Jh 4h Jc Qh 6h Td Tc 7s 7c 6s 3c 3s 9h 8s Ah 2h 6c 9c 3d 5c Ac Jd 7d 5h Ad 9s 8c];[Qc, Qd, Th, Qs, 6d];null;null;b1[c:13,9] ;b1[c:4,5] Hero[c:0,17] ;b1(30) ;-14;b1[2s, 2h]28793;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 8c Tc 4d Ah Kh Ts 8h Ac 3s 2h 6c 5c 4h 5h Jc 4c Qh 6d 9d Jd 7d 9h Js 3h 2s 4s Kc 7s 9s 3c 9c 8s Ad 6h 7h 2d 3d Jh 7c As 5d Td 6s 5s 2c Ks];[Qc, Qd, Th, Qs, null];null;null;b1[f:77,17] ;null;Hero{12} ;12;b1[Ah, Jc];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 4c 6h Js 7h 4d 2s 5s 9c 2c 7s 9d Tc Qh 4s Ts 4h 5h 5c 2d 3h 8c Jc 6c Kh Ad Ac 9s Td 6d As Kc Jd 7c Ks 6s Jh 3s 8s 3d 8h 2h 5d 9h Ah 3c 7d];[Qc, Qd, Th, Qs, 4c];null;null;b1[r:12,66] Hero[c:0,27] ;b1[r:14,64] Hero[c:0,17] ;b1(46) ;-22;b1[7h, Qh]32897;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 3c 7s As 4d 9c Td Ah Kc 5c 6d 8s 6c Qh Jh 9d Js 8c 5d 2c 2s 7h Ad Jc 2d 8h Kh 4s 2h 6h 7d 9s 7c 3d Ts 4h 3h Jd 5s 5h Ks Tc 3s 4c 9h Ac 6s];[Qc, Qd, Th, Qs, null];null;null;b1[f:77,17] ;null;Hero{12} ;12;b1[5d, Ad];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ Js Kh 6s 9h 2h Td 4d 3c 5c Ks 4s 2s Ah 9c Jh 2d 3h 7c 4c 6h Ac 8c 4h 5h 6d 3d Ts As 6c Ad 7s 8s 9d Kc Jd 5s 9s 5d 7d Qh 7h 2c 3s Jc Tc 8h];[Qc, Qd, Th, Qs, Js];null;null;b1[c:13,9] ;b1[c:4,5] Hero[c:0,17] ;b1(30) ;-14;b1[Ts, 8h]28801;b2;Hero[8d, Kd]17099;b0
 Kd 8d Qs Th Qd Qc] [ Jd Ah 3d 2s Ks 4d Jh Ad 9d 9c 9s Td 3c 5d Kc 7s 3h 7c 5h 4h 4c Ac 3s 6c As 5c Tc 8s 9h Ts 2c 4s 7d 6s Qh 7h 6h 2d 6d Jc 8h Js 8c 5s Kh 2h];[Qc, Qd, Th, Qs, Jd];null;null;b1[c:13,9] ;b1[r:14,64] Hero[f:92,7] ;{14} ;-14;b1[Js, 9d];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 5h 6h 6c Jc 8h 4h 9c 3s 2h 7d Tc Ts Qh 2c Kc Jd 2s 5c 7c 4c 2d 6s 7s 9d 5d Jh Ks Js 3c 4s Ad 3d 9h 8s 4d 5s 3h Ac Td 7h 9s Kh Ah 8c 6d As];[Qc, Qd, Th, Qs, 5h];null;null;b1[c:13,9] ;b1[c:4,5] Hero[c:0,17] ;b1(30) ;-14;b1[9s, 9h]28800;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 6s Jc Kc 6c Tc 6h Ad Ts Jh Qh 4d Td 5h Ks Jd 9h 3c 3d 2c 7h 4c 9d 4s 7d 5c 2s Js 8s 5d Ah 3h 2h 4h 7c As Ac 9c 3s 5s 6d 8h 2d 7s Kh 9s 8c];[Qc, Qd, Th, Qs, 6s];null;null;b1[c:13,9] ;b1[r:14,64] Hero[f:92,7] ;{14} ;-14;b1[Ts, Ad];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ Qh 9h 7s 7d 6c 4c 9d Ad Js Ts As 5s 6h 3c 9s 8s 2s 4h 2h Ks 4s Jc 9c 2c Jh 8c 5h Kh 2d 5d 7h Ac Tc Kc 3h Ah 3s 5c 6d 6s 7c 3d 8h Jd 4d Td];[Qc, Qd, Th, Qs, Qh];null;null;b1[c:13,9] ;b1[c:4,5] Hero[c:0,17] ;Hero(16) ;16;b1[5s, 5h]32897;b2;Hero[8d, Kd]32899;b0
 Kd 8d Qs Th Qd Qc] [ 6c 9c 9s Jh 8h 7h As Td 2s 2h 7d Kh 4c 9h Kc Ad Qh Ah 6h 3s Ts 5d Ac 9d 8c Jd 4h 6s Ks 6d 2d 2c 3h Tc 3d Js 8s 7s Jc 4d 5c 5s 5h 4s 3c 7c];[Qc, Qd, Th, Qs, 6c];null;null;b1[c:13,9] ;b1[c:4,5] Hero[r:0,17] b1[c:4,5] ;b1(38) ;-18;b1[3s, 3c]28794;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 2s Kh 3d Ts 7d 3h 9h 6h Jd 7c Ac Jc Ad Jh Kc As 4d Qh 4h 3s 7s Ah 4s 9c 8s 5h 6d 8c 5d 8h 5c 5s 6s 9d 2c Tc Js Ks 4c 9s 2h 3c Td 2d 6c 7h];[Qc, Qd, Th, Qs, 2s];null;null;b1[c:12,66] ;b1[r:14,64] Hero[c:0,17] ;b1(38) ;-18;b1[Qh, 2d]32897;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 6h 7c 8c 6s 3d 4d 5h 9h 7h 7s As 3h Kh 3c 7d Td 8s 6c 4h Ks Jd 2s Tc 4c Jh Ac 6d Ah Ad 2c 8h 4s 5d 2h 5s Js 2d 9c Kc Ts Jc Qh 9d 3s 9s 5c];[Qc, Qd, Th, Qs, 6h];null;null;b1[c:13,9] ;b1[c:4,5] Hero[c:0,17] ;b1(30) ;-14;b1[4s, 4c]28795;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 9h Jd 2d 2h Qh Jh 8h Td Ad 6d 8c Ks 3s 6c 6h 3c 2s As 5s Kh Js 4h Tc 5h 7s Ts Ah 9c 9s 9d 5c Ac Kc 7c 4s 8s 2c 6s 3h 4c Jc 5d 7h 4d 7d 3d];[Qc, Qd, Th, Qs, 9h];null;null;b1[r:13,9] Hero[c:0,27] ;b1[c:14,64] Hero[c:0,17] ;b1(38) ;-18;b1[Ts, Jd]28801;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 6c 5c 7h Td 5h 4d 9d As Ac 6h Qh 6s 7c 6d Ts 9h 4c 7s Kh 4s 5s 2d Ks 5d 9c 3d 8h Js Jd 9s Ad 2c 3h Tc 8c Jh 3c 3s 8s Jc 7d Ah 2s 4h Kc 2h];[Qc, Qd, Th, Qs, null];null;null;b1[f:77,17] ;null;Hero{12} ;12;b1[6s, Ks];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 2d 6h 7s 4h 9c 8s Jc Tc Td 5h 6s 4s Ac 4d 9s As 9h 3c 2h 3h Qh 3s 7c 8h 5c Ad 3d Kh Jh Ks 9d 5s Js 7h Ts 7d Ah 5d 6c 4c 2c Kc Jd 2s 6d 8c];[Qc, Qd, Th, Qs, 2d];null;null;b1[r:12,66] Hero[c:0,27] ;b1[r:14,64] Hero[c:0,17] ;b1(46) ;-22;b1[4h, Qh]32897;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 6d 5d 3d 7d Ts 9c 5c Qh Jh Js 4d Ad Ac Td Kc 6s 3s 9h Jd 7s 6c 8s Jc 8c 9s 5h 7h 2c 2h Ks 9d 8h 3h As 4s 6h 7c 2d 4h 2s 3c 4c Ah Kh Tc 5s];[Qc, Qd, Th, Qs, 6d];null;null;b1[r:77,17] Hero[r:0,27] b1[c:13,9] ;b1[c:4,5] Hero[c:0,17] ;b1(46) ;-22;b1[Js, As]17109;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 4c 6s Jd 5s 9s 5c 6c 9h 2s 3h 5h 7d 3d 7c Js Jc 3c 7h 4d 8s 8h 7s Kh 2h 3s 5d Td Ad Ah Ks Ac Jh Kc 2d Tc 9d Ts 8c As 6h 6d 9c Qh 4s 2c 4h];[Qc, Qd, Th, Qs, 4c];null;null;b1[c:13,9] ;b1[c:4,5] Hero[c:0,17] ;b1(30) ;-14;b1[4h, 4d]28795;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 7h Jh 6d 8c 9d 3h Ad Qh As 6h 6c 7c 7s Ks Tc 5h 6s 8s 3s 3c 2c Jd 9h 2d 4d Ts Td Kh 5d 5c Ah 9c 2h 8h 4c Js 3d 4s 5s Kc Ac 9s 4h 2s Jc 7d];[Qc, Qd, Th, Qs, 7h];null;null;b1[c:13,9] ;b1[c:14,64] Hero[c:0,17] ;b1(30) ;-14;b1[Js, Jc]28802;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ Qh Ac 3c Ts Kc 4h 6h 7d 7c 8h As 9s 2h Jc 4s 7s Jd 9d 6d 2s Tc 2d 5h 4c Js 4d 2c 6c 5d 5c 8s Ad Jh Kh 6s Ah 5s 9c Ks Td 3h 7h 3d 3s 8c 9h];[Qc, Qd, Th, Qs, Qh];null;null;b1[c:12,66] ;b1[c:4,5] Hero[c:0,17] ;Hero(16) ;16;b1[6s, Qh]9999;b2;Hero[8d, Kd]32899;b0
 Kd 8d Qs Th Qd Qc] [ 7d 6d 2d Tc 4s Ks 6c Ts 9c 8s 6h 9h 7c 4h 6s 8h Kh 5h 5d 4d 2c 9s Ac Td 8c Kc Jh Ah 4c Jd 7s Jc Qh 3d 2h 5s 7h 3s 3c Js 9d Ad 5c 2s As 3h];[Qc, Qd, Th, Qs, null];null;null;b1[f:13,9] ;null;Hero{12} ;12;b1[Ah, Kc];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 6d 7h Ac Kc 2s 6c Kh Jh 2h 3h 8h 5d 3s 6s 9s 4s Ah Ts Tc 3c 9h 7c Jc 2d 4h 3d 5h 7s 7d Ad 2c Jd 8c 6h 4c 9d 5c 5s As Ks Js 9c 8s 4d Qh Td];[Qc, Qd, Th, Qs, 6d];null;null;b1[r:12,66] Hero[c:0,27] ;b1[r:14,64] Hero[c:0,17] ;b1(46) ;-22;b1[Qh, 7c]32897;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 2s 8s 4h Qh 3s 3d 5c Js Jh 4c 7h 9s As 9h 7s 9d Ac 5d 6h Kh Jd 5h 4d 9c Tc Ts 6c 8h 4s 7c Ad 7d 6s 2c 6d 3h 2h 3c Ks Ah Td Kc 2d Jc 5s 8c];[Qc, Qd, Th, Qs, 2s];null;null;b1[c:13,9] ;b1[c:4,5] Hero[c:0,17] ;b1(30) ;-14;b1[Ah, Td]28801;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 9h Tc Jd 6s Jh 5s 7h 3d 4d 9s Td 4c Ks 6c Ad 5h Jc 2c 3c As 2s Ac 3h Kh Ah 9d Ts 2h 4s 8s 7c 6d 4h 3s 5c Js 5d 8h 2d 6h 7s 7d 8c 9c Kc Qh];[Qc, Qd, Th, Qs, 9h];null;null;b1[c:13,9] ;b1[r:14,64] Hero[f:92,7] ;{14} ;-14;b1[9s, Jh];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ Js 6d Td 2h Jc 5d Tc 3d 9d Jd Kh 9h As 3s Jh 5s 9c 2d 7h 5h 7c Ts 8c 4d 6c 6s Qh 3h Kc 9s 2c 7s Ah Ad 8h Ks 4s 7d Ac 3c 5c 4h 4c 2s 8s 6h];[Qc, Qd, Th, Qs, Js];null;null;b1[c:13,9] ;b1[c:4,5] Hero[c:0,17] ;b1(30) ;-14;b1[3h, 3d]28794;b2;Hero[8d, Kd]17099;b0
 Kd 8d Qs Th Qd Qc] [ 5h 5s 7s 3s 2h 2c 3d 9d 2s 7c Ks Kh 5c Ts Jd Kc 9s 2d 4s 6h 7d Td 9h Qh 6c Js 6s 4c 7h 4d 8h As Ah 8s Jc 5d 8c Tc 3h 9c 3c 6d 4h Ad Jh Ac];[Qc, Qd, Th, Qs, null];null;null;b1[f:77,17] ;null;Hero{12} ;12;b1[Js, Ac];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 2c Tc Ts As 3c 6s 3h 5d Jd Ks Jc 3d Kc Js 9c 7c 3s Kh Jh Ac 6h 7h 9d 5c 4d 8s Qh Td 9h 2s 4h 7d 4s 9s 6c 5h Ah 5s 8h 2d Ad 2h 8c 6d 4c 7s];[Qc, Qd, Th, Qs, 2c];null;null;b1[c:13,9] ;b1[c:4,5] Hero[c:0,17] ;b1(30) ;-14;b1[9d, Tc]28801;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 2d 7d 8c 8h Kh 6h Ks 3c 9h 7s 3s 6s Ah 8s Ts 6d 6c Qh 2c Ad 2h Kc 9d Jh 3h 7c Js Tc 3d Jd Td Jc 5d 7h 4d 9c 9s 5c 5h 2s Ac 5s 4h 4s 4c As];[Qc, Qd, Th, Qs, 2d];null;null;b1[c:13,9] ;b1[c:14,64] Hero[c:0,17] ;b1(30) ;-14;b1[Js, Td]28801;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 7c 7s 4c 3d 8c 3s 5h 5s 5c 6c 2c Jc 9s 9h Ac 8s As 2d Qh Jh 4h Td 6s Ah 2s 4d Tc 3h 6h Kh 6d 7h 3c Ts 7d Kc Js Ks 8h Jd 9c 5d Ad 4s 2h 9d];[Qc, Qd, Th, Qs, 7c];null;null;b1[r:12,66] Hero[c:0,27] ;b1[r:14,64] Hero[c:0,17] ;b1(46) ;-22;b1[2h, Qh]32897;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 9s 4c 4d Ad 7c 2c Td 5c 8h Kc 3d 8c 2s As 4s Jc 7s 5h 9d Js 5d Qh 5s 3c Kh 6h 4h 2d 9c Tc 3h 2h Ac 9h 8s Ks 3s 7h Ts 6s 7d Jd Jh 6d Ah 6c];[Qc, Qd, Th, Qs, null];null;null;b1[f:77,17] ;null;Hero{12} ;12;b1[2c, 5c];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 8h 5h 3s 9s 5c Jd Kh 4c As 4h Js Qh 7h 6d 2s 5d 2d Ad 3d Td 6c 7d 2h 7c Kc 8c 3c 2c 3h 9h Ah 6h 9c Ac Tc 4d Jh Jc 8s 6s 9d 4s 7s Ts Ks 5s];[Qc, Qd, Th, Qs, null];null;null;b1[f:12,66] ;null;Hero{12} ;12;b1[As, Kh];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 6c 3d Qh 3s Jh 6s 2h Js 8c 9h 4d 7c Ad Jd 6d Ac 4h Ah 5h Kc Ts 7s 9s As 5c Kh 4s Jc 8h 7h 8s 3h 3c Tc 6h 4c 9c 9d Td 5d 2d 7d 2s 5s Ks 2c];[Qc, Qd, Th, Qs, 6c];null;null;b1[r:12,66] Hero[r:0,27] b1[c:13,9] ;b1[r:14,64] Hero[c:0,17] ;b1(54) ;-26;b1[2h, Qh]32897;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ Jh Ad Ah 7s 4h 5h 8h 6c 3c Qh 2s Jd Td 3h 7d 8s 3s 9d Kh 9h 4d 2c 6s 6d 3d Ts 7c Ks 4s 5s Tc 2h 6h 4c Ac 2d Kc 5d As 8c 5c Js 7h 9c Jc 9s];[Qc, Qd, Th, Qs, Jh];null;null;b1[c:13,9] ;b1[r:14,64] Hero[f:92,7] ;{14} ;-14;b1[9h, Td];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ Kh 7c 8s 3c 4d 5h 7h 4h 3h 2s As 5s 3d 4c 5c 8h Tc 3s 6d 6h 9c 9d 6s Ad 2h 4s 5d 2d Jh Ks Jd 8c Ts Jc Qh Td 9s 7s Js 2c Ah 6c Kc Ac 9h 7d];[Qc, Qd, Th, Qs, Kh];null;null;b1[c:13,9] ;b1[r:4,5] Hero[c:0,17] ;Hero(20) ;20;b1[Jh, Td]28801;b2;Hero[8d, Kd]28803;b0
 Kd 8d Qs Th Qd Qc] [ 5h 4s 8s Qh Kh Jd 3c 4c 9c Kc Tc 9h 6c 3s 2h 6h 7d 6d 4h 2d 7h Js 5s 8h 7c Ts 7s Jc Ac 2c Ks 3d 9d 5c 4d 6s Ad Ah 3h 8c 2s Jh 5d Td 9s As];[Qc, Qd, Th, Qs, 5h];null;null;b1[r:12,66] Hero[r:0,27] b1[c:13,9] ;b1[c:14,64] Hero[c:0,17] ;b1(46) ;-22;b1[Qh, Td]32897;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 4s Jh 5s Tc Ac 3h Jc 4c Kc Js Qh Ad 7s 9c Ks Ah 6d 2c 4d 2d 5c Td 3c 3d 7d 9s 8h 8c 8s Ts As 6s 2h Jd 2s 5h 3s 9h Kh 6c 7c 7h 6h 9d 5d 4h];[Qc, Qd, Th, Qs, 4s];null;null;b1[r:12,66] Hero[c:0,27] ;b1[c:14,64] Hero[r:0,17] b1[f:14,64] ;Hero{20} ;20;b1[Qh, 9c];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 2c 3d Jc As 6d 5d 4h 7s Ah 7h 9d 7c Tc Ac 8c 3h Qh 2d 5c 5h 3s Jd Ts Jh 6c 4d 9s Kh 6s 2s 4s 8s 6h 4c 5s 8h 9h 7d 9c Ad Js 2h Td Ks 3c Kc];[Qc, Qd, Th, Qs, 2c];null;null;b1[r:77,17] Hero[c:0,27] ;b1[c:4,5] Hero[c:0,17] ;b1(38) ;-18;b1[Js, Kc]17099;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 9h Ks 4c Ts 2c Jd 7c As 6d 6h 7s 8c 8h 4h 9s Kc Jh 3s 3c 2s 5d 3d Js Tc 6s 4s Ah Ad 6c Jc 4d 5c 5s Ac Qh 7d 3h 9d 9c 7h 5h 2d Td 8s 2h Kh];[Qc, Qd, Th, Qs, 9h];null;null;b1[c:13,9] ;b1[r:14,64] Hero[f:92,7] ;{14} ;-14;b1[Ah, Tc];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 5c 3c 9d 6s 7d 3d 2d 2h Kh Js 9s 9h 7c Ac 7h 5s 9c 8h Kc Ts 4s 3h 7s 6h Jc 2c Td 6d Tc 2s 4d 6c Ah Ad Jd Qh 5h 4h 4c 8s 3s As 8c 5d Ks Jh];[Qc, Qd, Th, Qs, null];null;null;b1[f:77,17] ;null;Hero{12} ;12;b1[Jh, 8c];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 4d 2h Kh Td 4h Ah 4c Ks 8c 2c 3h 2s 6s Ts 3d 7h 6d Qh Kc 5h 8h As 7d 6c Tc 2d 3s 9h 7c 4s Js 9c Jc 5d Ad 5s Ac 8s Jd 9d 5c 9s Jh 3c 6h 7s];[Qc, Qd, Th, Qs, 4d];null;null;b1[r:13,9] Hero[c:0,27] ;b1[c:4,5] Hero[c:0,17] ;b1(38) ;-18;b1[7c, Tc]28801;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ Td Ad 7c Kh Ks 3d 7d 8c 6h 4d 3c 6s 5h 5c 4s 6d 7h 6c Kc 5d As 7s Jh 4c 9d 2c Tc 2s 2h 9s 2d 4h 3h 5s 8h Qh 8s 9c Jd Ah 9h 3s Ac Ts Jc Js];[Qc, Qd, Th, Qs, null];null;null;b1[f:13,9] ;null;Hero{12} ;12;b1[6c, Tc];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 9d 6c Ac 3s Qh Tc Jh Kh 7d Ks 8c 4c 3c 6d 5h 5s 5d 8h 2h 6h 4d Js Td 9h 3h Jd Ah 4h Kc 8s Ad As 9s 5c 2c 7c 4s Ts 2d 7s 7h 2s Jc 6s 3d 9c];[Qc, Qd, Th, Qs, null];null;null;b1[f:13,9] ;null;Hero{12} ;12;b1[Td, Jd];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ Jd 7h 5s 7s 8h 3h 8c 9c Kc 3s 9s Jh 9d 5c 5d As 4h Ah 9h 3c 7d Ts 4d 5h Ks 7c 6c Js Tc 2d 3d 6s 2s 4c 2c Td Kh Jc 6d Qh Ad 6h 2h 4s 8s Ac];[Qc, Qd, Th, Qs, Jd];null;null;b1[c:13,9] ;b1[c:4,5] Hero[c:0,17] ;b1(30) ;-14;b1[4h, 4d]28795;b2;Hero[8d, Kd]17099;b0
 Kd 8d Qs Th Qd Qc] [ 5h 9c Ah 9s 3h 5d 3s Ks Kh 7h 4s Tc 9d 2s Jc 5c 2c Jd 2h 4d 6d 6s Ad Qh 8c 7c 6c 6h Kc 2d 9h Js 4h 3c 5s Ts 8s 4c Td 8h Ac Jh 7s As 3d 7d];[Qc, Qd, Th, Qs, 5h];null;null;b1[r:12,66] Hero[r:0,27] b1[c:13,9] ;b1[r:14,64] Hero[c:0,17] ;b1(54) ;-26;b1[3c, Tc]28801;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 3d 5h Js 5c Qh 5s As 2s Tc Ts 6d 3c Jh Ac 4c Ks 8c Td 9h 4h 2d 3s 8s 5d 6h 3h 6c Jd 7d Ad 6s 7h Kc 7c Jc 2h 8h 9s 2c 4s 9c 4d Kh 9d 7s Ah];[Qc, Qd, Th, Qs, null];null;null;b1[f:77,17] ;null;Hero{12} ;12;b1[Ah, Jc];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 4h 6s Jd 3d 3s 6d Ts 6c Qh 7c As Kh Js Jh 2s 7h 9h 8s 4c 8c 9c Td 9d 3c 5d 4s 3h Tc 2h 7s Ks 6h Ac Jc 2c 4d 5s 2d 7d 5c 8h 9s Kc Ad Ah 5h];[Qc, Qd, Th, Qs, 4h];null;null;b1[c:13,9] ;b1[c:4,5] Hero[c:0,17] ;b1(30) ;-14;b1[Ad, Kc]17110;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ Jd Jc 7c Ad 4s 4c 4h 3h 3s 8c 6c Js 5s Ks 9c Jh Ac Ah Qh 9h 7d 8s 9s 3d As Kc Td 2h 6h 7s 2c 9d 8h 5h 6d 7h 4d 2d Ts 3c 5c 6s 2s Tc Kh 5d];[Qc, Qd, Th, Qs, Jd];null;null;b1[c:13,9] ;b1[c:4,5] Hero[c:0,17] ;b1(30) ;-14;b1[9s, Jd]28802;b2;Hero[8d, Kd]17099;b0
 Kd 8d Qs Th Qd Qc] [ Td Ts Ad 6c 4d 8s 3d 2c 3s 7s 5c 4s 6d Kh 9s 2d Tc 9d 4c 9c 6h 8c As 7d Kc 5d 2h 6s Qh 9h 3c Ac 3h 2s 5s Jc 7h Jd Js 8h Jh Ah 7c 4h Ks 5h];[Qc, Qd, Th, Qs, Td];null;null;b1[c:13,9] ;b1[c:4,5] Hero[r:0,17] b1[c:4,5] ;b1(19) Hero(1) ;1;b1[4c, Tc]28801;b2;Hero[8d, Kd]28801;b0
 Kd 8d Qs Th Qd Qc] [ 4s Js 3c Jc 8c Ts 5h Tc 8s 2h 2c Jh 9d 7s Ah Ad 2s 6h 9s 4h 7c 5c As 6d 4c Kc 9h Ks 6s 6c Ac 3d 3h Qh 2d 7d 8h 5s 4d 9c 5d Jd 7h Kh 3s Td];[Qc, Qd, Th, Qs, null];null;null;b1[f:13,9] ;null;Hero{12} ;12;b1[5d, 5c];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 5s 7s Jd 6c 8c Jc Ts 4h 4d 3c 4s Qh Td 6d 7c 8h Ac 3s 9s 7h 4c Kh 9d 7d 3h 2d Ah Jh 3d 5h 8s 6s Ks 9h 6h Tc 2c 2h As 5c Ad 2s Kc 5d Js 9c];[Qc, Qd, Th, Qs, 5s];null;null;b1[r:77,17] Hero[c:0,27] ;b1[c:4,5] Hero[c:0,17] ;Hero(20) ;20;b1[8s, Jh]17089;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 4d Jd 2c 2h 7d 5h Ac 8c 6s 9c Kc 3d Ad Js Ah 6h 3s 9h 9d 6d 7h 2s 4c 7c Tc Jc 5s Jh 7s Ks Qh 6c 5c 9s Kh 5d Td 2d 8h 4h As 8s 4s 3c Ts 3h];[Qc, Qd, Th, Qs, 4d];null;null;b1[c:12,66] ;b1[c:14,64] Hero[c:0,17] ;b1(30) ;-14;b1[Qh, Jc]32898;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ Ks Td Tc Js Jd 6c 9d 9c 6h 7c 3d Jc Ac 7s 8s Ah 2s 4h Ts Qh 2c Kc 4c Kh 2d 4d 3s 8c 9h 5s Ad 2h Jh 3h 3c 5d 7h 4s 6s 5c 7d 9s 6d 8h 5h As];[Qc, Qd, Th, Qs, null];null;null;b1[f:13,9] ;null;Hero{12} ;12;b1[2d, 2c];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 7h 5h As Jc Ac 9d Ad 6h 4h Kh 4d 5c 4c Js 2d 3c 6s Qh Tc Ah 5d 9c Ks 4s 7s 3s 9s 2c Td 7d 2h 6c 2s 5s Ts Jd Kc 8h 8c Jh 3h 7c 3d 9h 8s 6d];[Qc, Qd, Th, Qs, 7h];null;null;b1[r:12,66] Hero[c:0,27] ;b1[c:14,64] Hero[c:0,17] ;b1(38) ;-18;b1[8h, Qh]32897;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 8c 9h 6h Ts 5c Jd 9d 9c 9s 8s 7d 4d Qh Ac 3s 7h 3h 3c 8h 4s Kc 2c 6d 2s 2h 4c 4h Ks 5s 5h 6c 2d 6s Js 7s 7c Jh Kh 5d Td Ad Jc 3d Tc Ah As];[Qc, Qd, Th, Qs, 8c];null;null;b1[c:13,9] ;b1[c:4,5] Hero[c:0,17] ;Hero(16) ;16;b1[5d, 5c]28796;b2;Hero[8d, Kd]28799;b0
 Kd 8d Qs Th Qd Qc] [ Ks 8h 2c 3h Jh 3d 5s 9h 5d As 6h 6s 9c 9s Qh 9d Kc 7d 3c Ad 4s 5c 2d Td Kh Ah 4d 8s 7h 6d Jc 8c 5h 2s Ts Js 6c 4h 7s Ac 2h Jd 7c Tc 4c 3s];[Qc, Qd, Th, Qs, Ks];null;null;b1[c:13,9] ;b1[c:4,5] Hero[r:0,77] b1[c:4,5] ;Hero(20) ;20;b1[8h, Tc]28801;b2;Hero[8d, Kd]28803;b0
