 Kd 8d Th Qd Qc] [ 6c Qs 8s Jc Tc 9d 3s As 4h 3h Td 5d 3d 8h Kh Ah 9s 6d 6h Jd 7c 7s 7h 5s 9c 3c Ks 8c 5c 4d Kc 2s 2d 6s 9h 2c Ac 2h Js Qh Jh 7d Ts 4s Ad 4c 5h];[Qc, Qd, Th, 6c, null];null;null;b1[r:16,57] Hero[r:81,18] b1[f:69,23] ;null;Hero{10} ;10;b1[7d, Ad];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Ts 8c 5s Kh 7h Qs 7c 4h 5d Ah 4s Jd 7d 9c 6s 6d 2s 9s 3s 3c Ks Jc Td 4c Tc 8s 3h 9h 2h 8h 2c 6c As Ad 7s 3d Qh 9d Js 5c 2d 5h 4d 6h Kc Jh Ac];[Qc, Qd, Th, Ts, null];null;null;b1[r:16,57] Hero[f:81,18] ;null;{4} ;-4;b1[Td, 3c];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 9d As Jh Jd 9c Qh 6c 7s 5h Kh 2h Kc 5c 6h Ah Ad 2d Qs 7h Tc 7c 5d 6s 3d 6d 4d 5s 9s 8s Jc 9h Ac Ts Td 7d 3c Js 3h 2c 3s 8h 4h 4c 4s Ks 2s 8c];[Qc, Qd, Th, 9d, As];null;null;b1[r:16,57] Hero[r:9,72] b1[c:69,23] ;b1[c:6,8] Hero[c:0,23] ;Hero(14) ;14;b1[3c, 4c]10593;b2;Hero[8d, Kd]10611;b0
 Kd 8d Th Qd Qc] [ 7h 7s 4c Jc Js Ac 5s 7d 6s Jd 3h Tc Jh 3s 2c 5d 8c 4d Kc 9d 3c 4h Td Qs As 2h 6d 9c Qh 5h 3d 4s 8s Ts Kh 5c 9h Ks 6h 9s 6c Ad Ah 2d 8h 2s 7c];[Qc, Qd, Th, 7h, 7s];null;null;b1[c:18,12] Hero[c:0,36] ;b1[c:6,8] Hero[c:0,23] ;Hero(6) ;6;b1[5s, 6c]12846;b2;Hero[8d, Kd]12848;b0
 Kd 8d Th Qd Qc] [ Ad 3d 6h Jd Td 9s Ac 4c Qh 8c 5c Ts Tc 8h 3c 3s Kc 2h 5h 6d Jc 6c 3h 2d 2s 9d Kh As 6s 7h 4d 2c 4s 5d 7s Qs 9h 5s Ks 7d 4h 9c Js 8s Jh 7c Ah];[Qc, Qd, Th, Ad, 3d];null;null;b1[r:18,12] Hero[c:0,36] ;b1[c:6,8] Hero[c:0,69] ;Hero(10) ;10;b1[5d, Jc]10602;b2;Hero[8d, Kd]25826;b0
 Kd 8d Th Qd Qc] [ 7s Td Ac 9c 9d Qs 3c 7d 4d 4s Jc 5s Ts 5c 5d 9s Ad Jd 8s 6h 7h 8c 3h 6s Js Ks Tc 6c 9h 8h 4c 2d 5h 3s 4h Jh 7c Qh As 2s 2h 6d 3d Kh Kc 2c Ah];[Qc, Qd, Th, 7s, null];null;null;b1[c:16,57] Hero[r:9,72] b1[f:18,12] ;null;Hero{6} ;6;b1[5s, Ts];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 8h Ac Kh As 2c 2h Kc 5d Js Tc 7c 4h 3h Jd 8s 8c 6h 4d Ks 6c Jh 6d 5c 5h 4s 4c Ad 9s 9c 7s 6s Td 2s Ah Jc Qh Ts 7d Qs 7h 3s 3d 9d 9h 3c 2d 5s];[Qc, Qd, Th, 8h, null];null;null;b1[c:18,12] Hero[r:9,72] b1[f:69,23] ;null;Hero{6} ;6;b1[3s, 8h];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ As 8c Ac 8h Kc Ks 2s Tc 5h 6h 4c 3h 5d 9s Ah 3s 2h 6d 5s Jc Qs 2d 9d 4h 6c Ts 9c Ad 3c 7c 2c 8s 7d 6s Kh 7h Js 4s 7s 9h Qh 4d Td 3d 5c Jd Jh];[Qc, Qd, Th, As, null];null;null;b1[r:16,57] Hero[f:81,18] ;null;{4} ;-4;b1[8h, Kh];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 9h 8s 3s 7c Jd 2h 4s 6h 9d Ks 4h 5s 6c 3d 2s Td 7s Tc 7h 5c 5h Js 6s As 6d Kh Qs Ts 2c Jc 8c 8h 5d 4d 3c Kc Ah 4c Ad 7d Qh Jh 9c 2d 3h 9s Ac];[Qc, Qd, Th, 9h, 8s];null;null;b1[c:18,12] Hero[c:0,36] ;b1[c:18,51] Hero[r:0,23] b1[c:6,8] ;b1(18) ;-8;b1[3h, Jc]20488;b2;Hero[8d, Kd]12859;b0
 Kd 8d Th Qd Qc] [ Ks Qh 4s 7d 2d 2s Jd 9c 2h Tc 4h Ts 7c 9s Kc 5s 8c 3s 6s Jh 9d As 3h 3c 5c Jc Ac 6c 4d 3d 7s 6d Kh 7h 8s Ah 5d 8h 4c 6h Qs 9h Js Td Ad 2c 5h];[Qc, Qd, Th, Ks, Qh];null;null;b1[c:18,12] Hero[c:9,72] ;b1[c:6,8] Hero[r:0,69] b1[f:85,14] ;Hero{6} ;6;b1[9h, Ac];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Jc Ts Ad 2s 9c 4c 9h Ac 7c Qh 5c 3s 8c 2d Jd 3c 3d 5d 6h Ah 4d 6d Td Kh As Qs 6c 8h 2c 4s 9d 6s Kc 8s Jh 3h Ks 4h 9s 5s 7h 2h Tc Js 5h 7d 7s];[Qc, Qd, Th, Jc, Ts];null;null;b1[c:18,12] Hero[c:0,36] ;b1[r:18,51] Hero[f:88,11] ;{4} ;-4;b1[7c, 8c];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Ah 5s 5d 9c Ts 6h Kh Jd 9d Ks 4h 7h 7s 2s 4c 5c 2c Kc 6s 9s 8c 9h 3h 3c 3s 6d 2h 6c 2d 8s As Ad 7d 8h 5h Td 4s Jh Ac 4d Qh Js Tc 3d 7c Jc Qs];[Qc, Qd, Th, Ah, null];null;null;b1[c:18,12] Hero[r:0,36] b1[r:69,23] Hero[r:0,36] b1[f:69,23] ;null;Hero{14} ;14;b1[8s, 7c];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ As Jh 7d 2h 7h 2s Td Jd 6d 6h 8c Ah Kh 5c 3s 4h 9c Jc 6s 9s Ks 9h 3c Js 7c 5s 7s 9d 5h 3d Kc Ad Ts 2c 6c Qh 8h Qs 3h 2d Ac 5d Tc 8s 4d 4s 4c];[Qc, Qd, Th, As, Jh];null;null;b1[c:18,12] Hero[c:0,36] ;b1[c:6,8] Hero[r:0,69] b1[c:6,8] ;b1(9) Hero(1) ;6;b1[7s, Kc]20490;b2;Hero[8d, Kd]20490;b0
 Kd 8d Th Qd Qc] [ 5d 3s Kh Jh Ac 3h 2h 5s 2c Ks 8c 4s 3d 2d 3c 7d 2s 9d 5c 5h Js Jd Ah Jc 6c Tc 9h 7h As 8s 6h 4c 6s 9s 6d Qs 9c 8h 4d Kc 7s Ad Qh Td 4h 7c Ts];[Qc, Qd, Th, 5d, 3s];null;null;b1[c:18,12] Hero[c:0,36] ;b1[c:6,8] Hero[r:0,69] b1[f:85,14] ;Hero{6} ;6;b1[8h, 9d];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 3h 6d 4h Ah 5c 3s 7d Qs 9h As 8s 2s Tc 3d 2c 8h Ac 2h 7s 2d 4d Js 5s Td 6h 4c Jd 3c 9c 9d Jh Ts Ad Qh Kh 8c Ks 4s 9s 7c 5h Jc 6s 6c 5d 7h Kc];[Qc, Qd, Th, 3h, null];null;null;b1[r:16,57] Hero[f:81,18] ;null;{4} ;-4;b1[Qs, Ah];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 6c 8h 8c 6d 9d 2s 5d Ks As Td 4d 5c Tc 7d 4c 3h 4s 5s 9c 7c Jc Kh Ah 7h Ad 3s Kc Jd 3c Ts 3d Qs 4h Js 9s Jh 6h Ac 9h 2h Qh 2d 8s 6s 2c 7s 5h];[Qc, Qd, Th, 6c, null];null;null;b1[r:16,57] Hero[f:81,18] ;null;{4} ;-4;b1[7s, Ts];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Ad 8s 7d As Qs 4c 5c 2s 9d Js Td 3h 7c 4h Jh 5d 8h 6s 3c Ks 9c 7s 2d 3d 6d 7h 6c 5s 9s Ah Kc 2c Jd Tc Ac 8c 6h 4d 5h Ts 3s Kh 9h 4s Jc Qh 2h];[Qc, Qd, Th, Ad, 8s];null;null;b1[c:16,57] Hero[c:0,36] ;b1[r:18,51] Hero[f:88,11] ;{4} ;-4;b1[Ts, Td];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 4d Ac 7c 6s Kh Jh 2c 6d 6h 9s 2h As Tc Ks Ad Qh Ts 2d Jc 2s 3h 3s 3d 4s 5s Kc 9h 7s 5d 7d 9c 6c 4h 5h Js 8c 4c Ah 5c Qs 8s 7h 8h 9d Jd 3c Td];[Qc, Qd, Th, 4d, Ac];null;null;b1[c:18,12] Hero[c:0,36] ;b1[c:6,8] Hero[c:0,23] ;Hero(6) ;6;b1[5s, 3d]10589;b2;Hero[8d, Kd]10611;b0
 Kd 8d Th Qd Qc] [ 4d Jd 6h Ts 5d 9h Qs 7c Ac 6s 2s Ad 7h 9d Kh 3d 5c 2d Kc 8s 2c Js 8h 9c 9s 8c 3s 2h 6c Ks 5h 3c Td 5s 4s Jh 4h 6d As 4c Jc Tc 3h Qh 7s 7d Ah];[Qc, Qd, Th, 4d, null];null;null;b1[c:18,12] Hero[r:0,36] b1[f:69,23] ;null;Hero{6} ;6;b1[6s, 7s];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Qs 4d Jd 2h 8s 3h 2d 9c 2s Ks Jh 3c Ad Ah Kc 5d Ts 4c Js 8c 7s 6s As Ac 6h Td 5h 8h Tc 5s 3s 6d 4h Qh 6c 7c Kh 4s 9h 3d 7d Jc 2c 7h 5c 9d 9s];[Qc, Qd, Th, Qs, null];null;null;b1[r:16,57] Hero[f:81,18] ;null;{4} ;-4;b1[9d, 8c];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 7c 3s Js 7s 7d 9c 2d Td Kh Jh 2s 6c 5h 9s 4c 3c Qh 6s 2h Ah 3d Jc 4h Ac 6d As Tc 2c 8s Jd 9d 5s Ks Ts 4s 6h 3h Kc Ad 5c 5d 4d Qs 8h 7h 8c 9h];[Qc, Qd, Th, 7c, 3s];null;null;b1[c:18,12] Hero[c:0,36] ;b1[c:18,51] Hero[c:0,23] ;Hero(6) ;6;b1[7c, Tc]477;b2;Hero[8d, Kd]10547;b0
 Kd 8d Th Qd Qc] [ 3c Ah Kc 2s 6c 8c 7d Td 7h 4h 2h Kh Qh 5c 5d Ad 3d 6d 8h 4d 3h 9h Js 6s As Ks 5s 4c 9s 5h 6h 7s Qs 9c Jh 2d 7c Ac Tc 9d Jc Jd 4s 3s 8s Ts 2c];[Qc, Qd, Th, 3c, null];null;null;b1[r:16,57] Hero[f:81,18] ;null;{4} ;-4;b1[3s, Ks];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Jc 4s 6c Kc 3d 4c 3c Ks 8c 7c 2c Jd Js 6d Qh 5c 9c 9h Ah 2h 7d Jh 4h 8s Ad 4d 7s Kh 8h 6s Ts 5s 5h Td Qs 6h 2s Tc Ac 7h 3s 9d As 2d 9s 3h 5d];[Qc, Qd, Th, Jc, 4s];null;null;b1[r:18,12] Hero[r:9,72] b1[c:18,12] ;b1[c:6,8] Hero[r:0,23] b1[r:6,8] Hero[r:88,11] b1[c:6,8] ;b1(50) ;-24;b1[8s, Qs]17089;b2;Hero[8d, Kd]10557;b0
 Kd 8d Th Qd Qc] [ 4h As 5h Tc 2h Jh 6d Ah 2d 3s Ad 6h 7h Jc 6s 2s 3d 9d 8s Qh 8c 3c 8h 4d 5s Qs Jd 6c 9c Ks 5d Ac Td 2c Kh Ts 4c 5c 7c Kc 4s 7d Js 7s 9s 3h 9h];[Qc, Qd, Th, 4h, null];null;null;b1[r:16,57] Hero[f:81,18] ;null;{4} ;-4;b1[Ts, Ad];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 5d 2d 9c 9h 5h 5s Jd 3d Td Jc 6d Kc Ad 6s Ks 2h 6c 3c Qs 9d 7d Tc 8s 8c 4h 4d 2s 9s Jh Qh 4s 3s Kh 5c Js 8h Ah 7s 4c As Ac 6h 7c 2c Ts 7h 3h];[Qc, Qd, Th, 5d, 2d];null;null;b1[c:18,12] Hero[r:0,36] b1[c:18,12] ;b1[c:6,8] Hero[r:0,69] b1[c:6,8] ;Hero(14) ;14;b1[5h, Jc]12825;b2;Hero[8d, Kd]25265;b0
 Kd 8d Th Qd Qc] [ Ks 5h 3h 7h 4s 5c Td 4c 7d 2d Kh 9c Qh Qs Ad Js 8c 6c 5s 2c 3d Kc Tc Jd Ac 5d Ah 4h Ts 7c 3s 7s 2s As Jh 8s 6d 6s 8h 9d 9h 2h 4d 3c 6h Jc 9s];[Qc, Qd, Th, Ks, null];null;null;b1[c:18,12] Hero[r:9,72] b1[f:69,23] ;null;Hero{6} ;6;b1[As, 7d];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 5h 4h 3d 7s Ad 2s 8s 5c 9c Qs 2d Ks 5d 6h 2c Td Ac 7h 7c 6d As 8h Js 4s 2h 9s 6c Jh 3s 7d Kh Ah Tc 3h 3c 5s Jd 9h 4c 6s Qh 9d 8c Ts Kc Jc 4d];[Qc, Qd, Th, 5h, null];null;null;b1[r:16,57] Hero[f:81,18] ;null;{4} ;-4;b1[Js, Ac];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 4h Ac 5h 5d Ks Kc 3h 4s Tc 2h As 2c Qs Ad Jh Ah Kh 3s 7s Qh 8s 5s 7c 6h 5c 7d Td 8c Jd 8h 9s 4c 4d 9h Jc 6d 7h 9c 6s 3c Js 3d 6c Ts 9d 2s 2d];[Qc, Qd, Th, 4h, Ac];null;null;b1[c:18,12] Hero[r:0,36] b1[c:18,12] ;b1[c:18,51] Hero[c:0,23] ;b1(18) ;-8;b1[Ks, Jc]20490;b2;Hero[8d, Kd]10611;b0
 Kd 8d Th Qd Qc] [ Ts 8s 6d Jc 4s Kc As 9d 5d 9s 7c Ks Ac 3h 2h 3s Kh Jd 6h Qs Js 5s 9h 6c 5h 4c 4d 8h Qh 4h 7s 7h Ah Tc 8c 7d 2c 5c Jh 3d 2d 3c 6s Ad 2s 9c Td];[Qc, Qd, Th, Ts, 8s];null;null;b1[c:18,12] Hero[c:0,36] ;b1[c:6,8] Hero[r:0,69] b1[f:85,14] ;Hero{6} ;6;b1[8s, Kc];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Js Jc 4d 5s Qh 4s Jh 3d 2d Kh 6s 7c 6d 7d Ts 4c 3h 9d 8h Qs 8s Ks 3c Ah 9h 2c 2h 8c Td 9c Kc 6h 2s Jd 3s 4h 5d 9s 6c 5h Ac As Ad 7h Tc 5c 7s];[Qc, Qd, Th, Js, Jc];null;null;b1[c:16,57] Hero[c:0,36] ;b1[r:18,51] Hero[r:0,69] b1[c:6,8] ;b1(26) ;-12;b1[8s, 9d]20488;b2;Hero[8d, Kd]12892;b0
 Kd 8d Th Qd Qc] [ Ac Kh 9s 6d 2s 9d Jc 2c 8c Ad 3s 7d Ks 5c 5d 6h 3d 8h As 7h Kc Jh Qh Ah 2d Td 9c 4c 2h Js 9h Tc 4s 4h 7s 4d Ts 5h 7c 8s Qs 6s 3c 6c Jd 3h 5s];[Qc, Qd, Th, Ac, null];null;null;b1[r:16,57] Hero[f:81,18] ;null;{4} ;-4;b1[2s, Ad];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 5c Td 7h Kh 9h 3c 7d 3h 4c 7c 6s 6h 2h 9s Tc 5d Ac 8s Kc Ah 3s 5h 8h Ad 9d 9c 2c 2d 8c 4s 5s Qh 3d 4d Ts Jh 4h 6c Jc Js 6d Qs 7s As Ks 2s Jd];[Qc, Qd, Th, 5c, null];null;null;b1[c:16,57] Hero[r:0,36] b1[f:69,23] ;null;Hero{6} ;6;b1[7s, Jd];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Tc 4d 8h 6s 6h Td Js 2s Jc Jh 2h 3s 5s Kh 7s 9d 4s Ts 9h 2c 7d 6d Ks Ah 9s 5h Jd 8c 8s 4c 2d 5d 6c 7c Kc Ad As Qs Qh 5c 7h 3d 4h 9c Ac 3h 3c];[Qc, Qd, Th, Tc, 4d];null;null;b1[c:18,12] Hero[c:0,36] ;b1[c:6,8] Hero[c:0,23] ;Hero(6) ;6;b1[2c, 4c]12874;b2;Hero[8d, Kd]12881;b0
 Kd 8d Th Qd Qc] [ 3h 8h 2h 5d Jd 6s Ac 7d 8s Qs Jh Kc 2d As 9c Kh 9h Ks 9d 7h Tc 6d Ah Ad 4s Jc 5c Ts 4c 7s 7c 8c 5h Js 5s 6h 3s 2c 3d Td 6c 3c 4d Qh 9s 2s 4h];[Qc, Qd, Th, 3h, 8h];null;null;b1[c:18,12] Hero[c:0,36] ;b1[r:6,8] Hero[c:0,23] ;Hero(10) ;10;b1[2d, Kc]10547;b2;Hero[8d, Kd]12859;b0
 Kd 8d Th Qd Qc] [ Ah 6h 4d 7h 8h 6s 5c 7c Jc 4s 3d 2s 7s 3s 5h Ad 9d Kc Tc 2h 4c 3h 6c 9s Ks Ac 4h 2c Td 3c 5s 9h Ts Jd Js 9c Qh Jh Kh Qs As 8c 5d 2d 8s 6d 7d];[Qc, Qd, Th, Ah, 6h];null;null;b1[c:18,12] Hero[r:0,36] b1[r:69,23] Hero[c:0,36] ;b1[c:6,8] Hero[c:0,23] ;Hero(14) ;14;b1[7s, 5c]10591;b2;Hero[8d, Kd]10611;b0
 Kd 8d Th Qd Qc] [ Ts 5s 3h 8h 5c 5d 8c 6s Tc 2c Ac 4d 6h 7s 3d Qh 4h Ks 4c Ah Jd Jc 6d Kc 9c 7d 2h Kh 9d 4s Js Jh 9s 2s 3s 7h 2d 6c As Td 8s 7c Ad 5h 3c Qs 9h];[Qc, Qd, Th, Ts, 5s];null;null;b1[c:18,12] Hero[c:0,36] ;b1[c:6,8] Hero[r:0,69] b1[f:85,14] ;Hero{6} ;6;b1[5s, Jh];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 4d 5s Kh Qh 6c 9d 3s 7h As 8h 7d Td 9c Jd 6s Jh 3c 4h Ac 4c 2d 8s 2s 5d 2h Ad 7c Kc Ts 9s 9h 8c 3h Jc 6d Ks Ah 5c 4s Qs 3d 2c 5h 6h Tc 7s Js];[Qc, Qd, Th, 4d, 5s];null;null;b1[c:16,57] Hero[r:9,72] b1[c:18,12] ;b1[c:6,8] Hero[c:0,23] ;b1(18) ;-8;b1[As, 4h]12816;b2;Hero[8d, Kd]10547;b0
 Kd 8d Th Qd Qc] [ 3d 2s 4c 6c 6d 9c 5h Kc 7h Td 3s 8c Kh 5d 7c Ts 4d Tc 6h 4s 8h 5s Ah 9d 7s 2c Qs Ac 2h 5c Jd 9h 3c As Qh 2d Ad 9s Js 7d 3h Ks 4h Jc 8s Jh 6s];[Qc, Qd, Th, 3d, 2s];null;null;b1[c:18,12] Hero[c:0,36] ;b1[c:18,51] Hero[c:0,23] ;Hero(6) ;6;b1[9s, Js]10512;b2;Hero[8d, Kd]10547;b0
 Kd 8d Th Qd Qc] [ 2c Td Js 4h 8h Ts 3c 5s Qh 6h 7c 3h 6d 5d 7s Tc 9h 4s 3d 9s Jh 7h 2d Ah 4d Jc 8s 2s 5c Kc 3s 9d Qs Ad 7d Kh 6s As 2h 8c Ac 6c 4c 9c Jd 5h Ks];[Qc, Qd, Th, 2c, Td];null;null;b1[c:18,12] Hero[r:0,36] b1[c:18,12] ;b1[r:18,51] Hero[r:0,23] b1[f:85,14] ;Hero{14} ;14;b1[6s, 6d];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 3s 6h Ac 7h 6s Js 3c Ad 2s 5d 6c 7d Ks 8s 8c Ah Jd Tc 9d 2h Ts Td 4d 7c 4h Kc 7s 5s 6d 2d Jc 9h Kh 4c 2c Qh 9c 4s 3h 3d Jh 9s 5h Qs 5c 8h As];[Qc, Qd, Th, 3s, 6h];null;null;b1[c:18,12] Hero[c:0,36] ;b1[c:6,8] Hero[r:0,23] b1[f:85,14] ;Hero{6} ;6;b1[8h, Ah];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ Td 3h 7c 4s 3c 9s 5s 8c As 6s 4c 6h 2h Qh 6d Qs 2s 4h Js 5d Ah Ks 7d 5c Ad 7h Kh Jd 9h 2d 6c Kc 3s 8s Ac 7s 3d Ts Jc 8h Tc 9d 2c 9c 5h Jh 4d];[Qc, Qd, Th, Td, null];null;null;b1[c:18,12] Hero[r:0,36] b1[f:69,23] ;null;Hero{6} ;6;b1[2s, 2h];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 9c 9d As Jh 6d 8h Ac 5h 2d Ah 6c 9h 5c 2s 2h 4c 4s Ad 7s 7c 9s Kh Qs 4d Ks Kc 8s 6s Jc 3h 3d Ts 7h 5d 6h Td Jd 5s Tc 4h Js 3c 8c 7d 2c 3s Qh];[Qc, Qd, Th, 9c, null];null;null;b1[c:18,12] Hero[r:0,36] b1[f:69,23] ;null;Hero{6} ;6;b1[8s, 9c];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 5h Td 4s 9s Ks Kh 4c 7c 5c Tc 3d 7d 7h 8c Js Ac Ts 4d 6h 3s Jh 6d 8s 2c 4h 7s Jc 2s Ah 9h Qh 9c 5s 3h Qs 9d 5d As Ad 3c 6s 6c 8h 2d 2h Kc Jd];[Qc, Qd, Th, 5h, null];null;null;b1[r:16,57] Hero[f:81,18] ;null;{4} ;-4;b1[Js, Jh];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 3d 7d 5s 9h 2d Ac 5d 6h 7c 7h Jc 5h Td 2h 3h 2s 8c 8h Ah 9d Ad Kh 8s 4s 3s 4c Tc 7s Ks 5c Ts Jh Qh 9s Jd Kc As 6c 4d 3c Qs 9c 2c 6s 6d 4h Js];[Qc, Qd, Th, 3d, 7d];null;null;b1[r:16,57] Hero[c:0,36] ;b1[r:18,51] Hero[c:0,23] ;Hero(14) ;14;b1[8s, Td]12878;b2;Hero[8d, Kd]25273;b0
 Kd 8d Th Qd Qc] [ 8c Kh 9d 2s 7d Ts Ac 6s 7s 6c Ks 6d Tc Ad 4s 2h 3h Kc 4c 9c Ah 6h 5c Qs Td 9h 3c 3s 4h 7c As Qh 3d 5h 8h Jd 5d 4d Js 2c Jh 2d 9s Jc 7h 8s 5s];[Qc, Qd, Th, 8c, null];null;null;b1[c:18,12] Hero[r:9,72] b1[f:69,23] ;null;Hero{6} ;6;b1[Ts, 8c];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 6s 2s 3h 2c Ad Qs Ac 9c Jd 6c Jh 5h Js 8h Ah Kc 3c 9d Jc Ts 8s 2h 7s 7d 9h Ks 6h 4s 9s 4d 8c 7c As 4c 6d 5d Kh 3d 5s Qh Tc 4h 7h 3s 5c Td 2d];[Qc, Qd, Th, 6s, null];null;null;b1[c:18,12] Hero[r:0,36] b1[f:69,23] ;null;Hero{6} ;6;b1[As, 5d];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 7s 3c 4s Tc 4d 6d Ks 5c 2d 8s 7c 2s 3s 9d 2c 9h As 6h 6s 3h 9c Js Ad 7d 8h 4c Td Jc 6c 5h Jh 7h 9s Jd Ah 5s Ac Kc 5d Qh Kh 2h Ts Qs 8c 4h 3d];[Qc, Qd, Th, 7s, 3c];null;null;b1[c:18,12] Hero[c:0,36] ;b1[c:6,8] Hero[r:0,69] b1[r:85,14] Hero[f:88,11] ;{8} ;-8;b1[Js, Kh];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 3c 9s Kc 5c Ks 9c Qh 4s Js 2h 5h 3h 5s 7d 6s 3d 2s Jh 6h 9d 5d 2d 7h As Ad Ts Jc 8c 6c 6d Qs 8s 3s Tc Ah 7s 2c 8h Kh 9h Ac 4c Td 4d Jd 7c 4h];[Qc, Qd, Th, 3c, 9s];null;null;b1[c:18,12] Hero[c:0,36] ;b1[c:6,8] Hero[r:0,23] b1[c:6,8] ;b1(18) ;-8;b1[3d, 9d]12868;b2;Hero[8d, Kd]10548;b0
 Kd 8d Th Qd Qc] [ 4h Ah 5c 2h 6s 5s 6d 5d Qh 4s Jc 7d 7s 9h Kc Ad 4c 6c Td Qs Jh Ac 7c Ts 5h Tc Jd 3s Js 3h 2s 3c As 6h 8c 2c 8s 2d 9d 9c 3d 7h 4d 9s Ks 8h Kh];[Qc, Qd, Th, 4h, Ah];null;null;b1[c:16,57] Hero[c:0,36] ;b1[c:6,8] Hero[c:0,23] ;b1(10) ;-4;b1[4d, 5d]12816;b2;Hero[8d, Kd]10611;b0
 Kd 8d Th Qd Qc] [ Jc 5s 2c 5d 6s 4s 4h 7s 8s 6d 9h Ah 9d Ac 3s 5c Jd 9c 3h 3c 2s As 3d Tc Ts 2d 2h 5h 7h Jh 6c Td 8c Ks Kc 4d 7c Qs 4c Js 6h Kh Ad 8h Qh 9s 7d];[Qc, Qd, Th, Jc, 5s];null;null;b1[c:18,12] Hero[r:0,36] b1[c:18,12] ;b1[c:6,8] Hero[c:0,23] ;b1(18) ;-8;b1[9h, Jh]12891;b2;Hero[8d, Kd]10557;b0
 Kd 8d Th Qd Qc] [ Qh Ts Ah 6s 5s 5h 5c 6c 8h 4c 2c 3c 6d 3d 7c Jd 5d 9d 9h Kc 3s Ks Td 8s 7h Qs Kh 7d Tc 7s Ad Jh 2h 2s 4h Ac 9s 8c 6h 9c 4d 4s 2d Js 3h Jc As];[Qc, Qd, Th, Qh, null];null;null;b1[c:16,57] Hero[r:0,36] b1[f:69,23] ;null;Hero{6} ;6;b1[8s, 5d];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 2s 5c 5s Kh Kc 9c Tc Td 5d 4s 3s Ah Ac 7c 8c 3c 6d 4d 7s 2c 7d 2h 7h 4h Jh 6h Ad 6s 2d 9d Qh 5h Jc 9h 9s Ts 8h 6c 8s Js As 3d 3h 4c Qs Ks Jd];[Qc, Qd, Th, 2s, null];null;null;b1[r:18,12] Hero[r:81,18] b1[f:69,23] ;null;Hero{10} ;10;b1[3s, Ks];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 4d Jc 6c As Jh Ks 4c 5d Td 7c Ac Ad 4s 6d 3h 5c Qs 9s Ts Qh 7h Js 2d 2h Jd 8h 6h 7s 8c 2s 7d 2c 5s 3s 3c 6s 5h Kh 9h Kc 8s Tc 4h Ah 3d 9c 9d];[Qc, Qd, Th, 4d, null];null;null;b1[c:18,12] Hero[r:0,36] b1[f:18,12] ;null;Hero{6} ;6;b1[9s, Jh];b2;Hero[8d, Kd];b0
 Kd 8d Th Qd Qc] [ 7s Js 9s 5d 2h Kh Jc 2s 7d 8c 9c Qh 2c 3s 7h 6d Tc 3c 4h 5h Jh 4s 3d Ah Qs 6s Td 6c 9d 2d 5c 4d 9h Ad Ks As 8h 8s 3h Ts 6h Kc Jd 7c 4c Ac 5s];[Qc, Qd, Th, 7s, Js];null;null;b1[c:18,12] Hero[c:0,36] ;b1[c:6,8] Hero[c:0,23] ;b1(10) ;-4;b1[8s, 9c]20488;b2;Hero[8d, Kd]10557;b0
