 Kd 8d Qs Th Qd Qc] [ 9c 2s Td 4h Jc 6h 3c Kc Ks 7c Jh 4s Kh 9d 5h As 7h 2c 2h 9h Ad 8s 3s 7s Ah Tc Js 6c 6s Ts 8h 2d 4c Qh 3h Ac 7d 3d 9s 8c 4d 6d Jd 5c 5d 5s];[Qc, Qd, Th, Qs, 9c];null;null;b1[c:8,5] ;b1[c:2,3] Hero[c:0,9] ;b1(30) ;-14;b1[9s, 9c]28800;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 6h 3s Tc Ad 3h 4c 6c 6d Jc Ac 8s 5h 2d 5c 8c 7s Kh 7h 3d 2s 4s 4h 9h Ah 5d 5s Kc Jh Ts 4d Jd 2c 9s 7d 8h 3c 7c As 9d Js Qh Td 2h 6s Ks 9c];[Qc, Qd, Th, Qs, 6h];null;null;b1[c:8,5] ;b1[r:8,78] Hero[r:96,4] b1[c:2,3] ;b1(46) ;-22;b1[Ts, Ac]28801;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ Kh 9s 7d 9d 8c 3s Jc Jh 7c 3d Tc Qh Kc Ah 8h 2h 4c 9c 2s 7s 6d 2d 5s Ks 4h Ad 2c 8s 9h 4s 6h 3h 5h Td Ts 7h 5d Js 3c 4d As 5c 6c 6s Jd Ac];[Qc, Qd, Th, Qs, Kh];null;null;b1[r:7,80] Hero[r:0,16] b1[c:8,5] ;b1[c:8,78] Hero[c:0,87] ;b1(46) ;-22;b1[Qh, 7c]32899;b2;Hero[8d, Kd]28803;b0
 Kd 8d Qs Th Qd Qc] [ 6s 3c 6d Qh 5c 6c Js Ad 5h Ah 2d 7c 9h 2s Td 3d Jc 5s 8h 6h 7d Ts Ac 2c 8s Jh 7h 7s As Ks 5d 3s 8c 4s 2h Jd Tc 9c 3h Kc 4h 4c 4d 9s 9d Kh];[Qc, Qd, Th, Qs, 6s];null;null;b1[r:7,80] Hero[c:0,16] ;b1[r:8,78] Hero[c:0,87] ;b1(46) ;-22;b1[Qh, Td]32897;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ Qh 2d Kh 3c Js 8s 4s 6d 5h 4h 7s Ts 7h 9d 6s 9c 7c Kc Ad Jc 8c Ks 3h 5d Tc Jh 4d 6c Ac Jd As 5s 4c 6h 2s 3d 5c 2h 9h 2c 9s Ah 3s 7d Td 8h];[Qc, Qd, Th, Qs, Qh];null;null;b1[c:8,5] ;b1[r:8,78] Hero[c:0,9] ;b1(38) ;-18;b1[As, Kh]32900;b2;Hero[8d, Kd]32899;b0
 Kd 8d Qs Th Qd Qc] [ Ac Jd As 2c 7c 3s 5d 2s 9c Kh 5h 4c Jh Ts 8s 9d Ad Ks 2d Kc Tc 4h Jc Js 9s 4s 5c 4d 7d 7s 8c 9h 6d 7h 3d 6h 2h 5s 3h Ah Qh 6c 3c 6s 8h Td];[Qc, Qd, Th, Qs, Ac];null;null;b1[c:8,5] ;b1[c:2,3] Hero[c:0,9] ;b1(30) ;-14;b1[Ts, Jc]28801;b2;Hero[8d, Kd]17110;b0
 Kd 8d Qs Th Qd Qc] [ 9h 3s Tc Ts Jd 4s Ks Qh 3h 8c 5d 7h Kh 4h 6c 3c Td 6d 4d 6s 8s 2c 2d Kc 2h 8h Ac 3d 7d 7s Jh 5c 6h As 7c 9c 5h Ad 5s 9d 9s 2s Ah Jc Js 4c];[Qc, Qd, Th, Qs, null];null;null;b1[f:87,9] ;null;Hero{12} ;12;b1[Kh, Jc];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 5c 5s 3d Ks 7d 5h 9d 8c Qh Ah As 4c Jh 2c 4h 6h 8s 6c Ts Td 2s 5d Kh 6s Js 2h Jc 9s Jd Ac 7s 6d 7c Kc Ad 3h 3s 4d 4s Tc 8h 2d 3c 9c 9h 7h];[Qc, Qd, Th, Qs, 5c];null;null;b1[c:8,5] ;b1[r:8,78] Hero[f:96,4] ;{14} ;-14;b1[Td, Kc];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ Qh 3h Td Ts Tc 3s 7c 9h Jh 5s Ac 7h Ks 5h 4s Kh 9c 8h 2d Ah 6s 9s 9d Kc 8c 4h 2h 4c Js As 8s Jd 7d 4d 5d 7s 6d 3c Ad 6c 3d 2s 5c 2c 6h Jc];[Qc, Qd, Th, Qs, Qh];null;null;b1[r:8,5] Hero[c:0,16] ;b1[r:8,78] Hero[c:0,9] ;b1(46) ;-22;b1[As, Ah]32900;b2;Hero[8d, Kd]32899;b0
 Kd 8d Qs Th Qd Qc] [ 7c Td 2c 3s 5d 9s 6h Ts 8c 9c 7h 4c 6d Qh 2s 4h 2d Jc As 7d 5h Js 8s 4d 5c 7s 3h 3d Kh 6s Jh Ad 4s 5s 8h Jd Ks 9h 2h Kc Ah 9d Ac 6c 3c Tc];[Qc, Qd, Th, Qs, null];null;null;b1[f:8,5] ;null;Hero{12} ;12;b1[9h, Tc];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ Ts 2s 2c Tc 5s 3d Ks 9c Ah 8c Kh Js 4c 6d 7s As 4d 9h 5d Qh 7c Ac Kc Jh Td 3c 2d 4s 7h 6h 4h 9s Ad 9d 3s 5h 8s Jd 6c 8h Jc 2h 6s 7d 5c 3h];[Qc, Qd, Th, Qs, Ts];null;null;b1[c:8,5] ;b1[r:2,3] Hero[c:0,9] ;b1(19) Hero(1) ;1;b1[Ts, Ad]28801;b2;Hero[8d, Kd]28801;b0
 Kd 8d Qs Th Qd Qc] [ 7h 9c Td Ac Jh Ad Qh 4s 5c 2s Jd Kc 3d 8c 8h 7d Jc Ks Tc 2h 7c 2c Kh Ts 8s 3s 9s 9h 6h Ah 5s 6s As 4h 4c 3h 4d 5d 3c 9d 7s 6c 5h 6d 2d Js];[Qc, Qd, Th, Qs, 7h];null;null;b1[c:8,5] ;b1[c:2,3] Hero[c:0,9] ;b1(30) ;-14;b1[As, Kc]17110;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 2s 7s 4h 7h Ah 9s Jd 5h 2d 3h Kc 8h Ks 3d 8c 7c Kh Qh Td 9d 6s 5c 6h Jh 2c 4s Js 9c As 9h 3c Ad 6c 6d 8s 7d Jc 5d 5s 4d 4c Tc 2h Ac 3s Ts];[Qc, Qd, Th, Qs, 2s];null;null;b1[r:7,80] Hero[c:0,16] ;b1[c:2,3] Hero[c:0,9] ;b1(38) ;-18;b1[Ah, Kc]17110;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 5s 4h Ah Jc 8h 3c 3h 6c Kh As 3d 2s Ks Qh 6d 5c 2h 5h 8s 3s Td Kc 4d 4c 2d 4s 9s 2c 6s 9d Js Ts 5d Ac 6h Ad 7d 9h Tc Jh Jd 8c 7s 7c 7h 9c];[Qc, Qd, Th, Qs, null];null;null;b1[f:87,9] ;null;Hero{12} ;12;b1[Js, Ad];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 5h 5s 7d 9d 9c 3d Ac 2c Jd As 4d Qh Tc 5d Ad Js 4s 8h Ah 3h 7h 7c 3c 8s 8c 3s Jc Td 6d Kh 5c 6h 2h 7s 2s 2d Kc 4h Jh 4c Ts 9s 6c 6s Ks 9h];[Qc, Qd, Th, Qs, 5h];null;null;b1[c:7,80] ;b1[r:8,78] Hero[r:96,4] b1[c:8,78] ;b1(46) ;-22;b1[Qh, Jc]32898;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ Kc Ac 7d Jh 4d 7h 5c 7s 2s 3c 7c 6h Jd Ts 9s 6s 4s 3s 5s 4c 9h Tc Ks Td 8c Js 8s 9c Kh 3h 5d 4h As 2d 8h 6c 2c 2h Ad 3d Ah Qh 5h 9d 6d Jc];[Qc, Qd, Th, Qs, null];null;null;b1[f:87,9] ;null;Hero{12} ;12;b1[As, 6c];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 8h As 5d 7h Ah Js 3h 2h Ts Qh 4c Ks 8c 4s Ac 8s Ad 7d 6c 2d 3c 2s 9s Tc 6d 3d 7c Jd 2c Kc 5c 9c Jc 6h 4h 3s Kh Jh 9d 7s 6s Td 9h 4d 5s 5h];[Qc, Qd, Th, Qs, 8h];null;null;b1[c:8,5] ;b1[r:8,78] Hero[c:0,9] ;b1(38) ;-18;b1[Ts, 9h]28801;b2;Hero[8d, Kd]28799;b0
 Kd 8d Qs Th Qd Qc] [ 2s 2d 9h 7h 8h As Qh Js 2c 4c Kc 5h 3d Td 9s 8s 7s Jh 4s Ad 2h 3s 7c Ks 4h 6c 6d 9c 6s 5s 5c 6h 9d Jc Ts Jd 4d Kh 5d 7d Ac 3h Ah Tc 8c 3c];[Qc, Qd, Th, Qs, null];null;null;b1[f:8,5] ;null;Hero{12} ;12;b1[Kc, Ac];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 3c 3h Jh Js 6h 4s 2d 9c Ah Ac 6s 5s As 9d 8c 2s 7s Kc 5h 9s Td 8h 7d 6c Kh Qh 3d Ts Ks 7h 2c Jc 5c 8s Jd 5d 9h 2h Tc 4c Ad 3s 7c 4h 6d 4d];[Qc, Qd, Th, Qs, 3c];null;null;b1[r:87,9] Hero[r:0,16] b1[c:8,5] ;b1[c:2,3] Hero[c:0,9] ;b1(46) ;-22;b1[Js, Ad]17109;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 5h 3d 5c Ks 7h 9s 2c Td 4s Js 6s 6c Ac Qh Tc As 9d 4c 9h Kh 6h 2d Ad Jh 7c Kc Ts 7s Jd 9c 2h Jc 4h 5d 3h 8c 3s 2s 4d 3c 7d 6d 8s 5s 8h Ah];[Qc, Qd, Th, Qs, 5h];null;null;b1[c:8,5] ;b1[c:2,3] Hero[c:0,9] ;b1(30) ;-14;b1[5h, 5d]28796;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 2s 7s Jd 6c Kh Kc 6s 8s Jh 5c Td 9h 9c 4c Ts Ad 7d 5s 4h 6h 2h 8c Ac 9d 2d Tc 3d 7h 2c 6d As 8h 9s 3c 5d 3s 5h Ah Jc 4d Js Qh 7c 4s Ks 3h];[Qc, Qd, Th, Qs, 2s];null;null;b1[r:7,80] Hero[c:0,16] ;b1[r:8,78] Hero[c:0,9] ;b1(46) ;-22;b1[As, Qh]32900;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 6s 4h 6h 3h 7s 3c 5d 6d 4c 6c Jd 4d Kc 3s 4s 5h 9d Js Ks As Ac 9h 5s Jc 2s Ts 7c 3d 8c 8h Qh 2h 2d 9c Jh 7h Td Ad 2c Kh Tc Ah 7d 8s 9s 5c];[Qc, Qd, Th, Qs, null];null;null;b1[f:8,5] ;null;Hero{12} ;12;b1[6h, 6d];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ Qh 9c Jd 5s 3h 2d Kh Jc 9d 2h 4s 4c 7s 8s 6h 4d 3d 9s Ah 5d 2s Ts 2c Ac 8c 7h 5c 5h Jh 7d 8h Kc 9h 3c 6d 7c 3s Ad 6s As Js Td 6c Ks 4h Tc];[Qc, Qd, Th, Qs, Qh];null;null;b1[c:8,5] ;b1[c:2,3] Hero[c:0,9] ;Hero(16) ;16;b1[9d, 9c]32897;b2;Hero[8d, Kd]32899;b0
 Kd 8d Qs Th Qd Qc] [ Ad Ah Ks Kc 3s Qh Tc 2s 5h Js 2c 3h 4s 4h 2h 9h Td Jh Ac 6h 2d 7c 6c 7h 4c 5c 5d 7s 9s 6d 6s 9d 8h 8s 5s Jd 7d 3d 8c Kh Jc 4d 9c As 3c Ts];[Qc, Qd, Th, Qs, null];null;null;b1[f:87,9] ;null;Hero{12} ;12;b1[As, Jh];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 4s Ad 7s Td Jd 4d 9s Ks 2c Kh 5d Jc 3s 7d 6h As 9d 7h Tc 8h 6c 8s Qh 8c Js 4h 9c 3d Ts 4c 7c Kc 5c 6s Ac 5s 6d 2s Jh Ah 3h 9h 2h 2d 5h 3c];[Qc, Qd, Th, Qs, 4s];null;null;b1[r:7,80] Hero[c:0,16] ;b1[r:8,78] Hero[c:0,9] ;b1(46) ;-22;b1[8h, Qh]32897;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 9c 7s 5s 2d 6h Jd Qh Kh 4c 7h Tc As 3d Ad Ah 8c 3c 8s 4d Ac Ks 9h Js 7d Ts 2c 4s 6s 5c Td 9d 4h 5h 2s 2h 6d Jh 5d 6c 8h Kc 3s 7c 3h Jc 9s];[Qc, Qd, Th, Qs, null];null;null;b1[r:7,80] Hero[r:0,16] b1[f:8,5] ;null;Hero{20} ;20;b1[Qh, 5c];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 4h Ah 2d Jh As 9h 4d 7d Kh Qh Jd Ts Tc 5h Ac 6h Ks 5s Kc 8s 8h 3h 3c 2h 4s Js 5c 6d 8c 6s 9c 6c 5d Ad Jc 4c 3s 2s 7s 9d 9s 7h 3d 2c 7c Td];[Qc, Qd, Th, Qs, 4h];null;null;b1[c:8,5] ;b1[c:2,3] Hero[c:0,9] ;b1(30) ;-14;b1[9s, 9h]28800;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 3c 4s As 7s 5c 8c 8s Td Ad Js Kh 4c 3d 5d 7h 9c 4d 2s 3s Jc 3h Ah 8h Tc Ts 2h 6c 6d 6s Jd 6h 7c 9d 2d 4h Ks Ac 9s 7d Kc 9h 5h Jh 5s 2c Qh];[Qc, Qd, Th, Qs, 3c];null;null;b1[r:7,80] Hero[r:0,16] b1[c:8,5] ;b1[r:8,78] Hero[r:0,9] b1[r:8,78] Hero[c:0,9] ;b1(70) ;-34;b1[Qh, 6d]32897;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 9h Kh 4h 3d Js 2c Ks Jh 7d 6d 9c 4d Ac 3c 2d Jc Qh Ad 4c 7h 8c Ts Td Kc 6h 5s 7s 5c Tc 3h 5h Jd 6s Ah 7c 3s 8s 6c 2h 9s 5d 4s 2s As 9d 8h];[Qc, Qd, Th, Qs, 9h];null;null;b1[c:8,5] ;b1[r:8,78] Hero[f:96,4] ;{14} ;-14;b1[Ts, Ks];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 5h Jd 5c Ac Jc 2c 4s Qh 5d 5s 9s Td 8c 8h 9h Ah Jh 9c 3h 6d 7c 2h 9d 4d As 2d 3s Ks 4h 3d Ts 8s 6s 6h 7h 6c Kh 4c Js Ad 2s Tc 3c Kc 7d 7s];[Qc, Qd, Th, Qs, null];null;null;b1[f:7,80] ;null;Hero{12} ;12;b1[Qh, Kc];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 6h 9d 5c Ah 5d 8c 6d 9s 3s 2h 9h Qh Td 4h Jh 9c 6s Kc 8s 3d 5s Jd 2s As Ks Ac Tc 4d 6c 5h Kh Ts Jc 8h 2c Ad 7s 4c 3h 7d 2d 7c Js 3c 4s 7h];[Qc, Qd, Th, Qs, 6h];null;null;b1[c:8,5] ;b1[c:2,3] Hero[c:0,9] ;b1(30) ;-14;b1[4h, 4d]28795;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ Jc 4s Ah 7s Ac 3s 9h 7h 9d 7c 6h Ks As 4c 5d Ad Jd 3c 8h 3h 5c 5s Ts 2d Qh 4d 9s Kc Td 5h 4h 2c 2h 2s Js 3d 8c 8s 6s 6d Kh 7d Tc Jh 6c 9c];[Qc, Qd, Th, Qs, Jc];null;null;b1[c:8,5] ;b1[r:8,78] Hero[f:96,4] ;{14} ;-14;b1[Ts, Ah];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 7h Ks 5s 6s Ah 2s 9s 7c Jc 4s 8h 3d Ts Tc 3s 7s Kh 8c 5d 9h Ac 7d Jh 6h 4d 5h 6d Kc 9d 2c Js 4h 3c 5c 4c 6c 2h Td As 8s 3h Jd Qh 2d Ad 9c];[Qc, Qd, Th, Qs, 7h];null;null;b1[c:8,5] ;b1[r:8,78] Hero[f:96,4] ;{14} ;-14;b1[Ah, Ac];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ Ad 3c Kh Td 4c 8c 4d 9h 7d Ah Jh 2c 8s 2s Tc Kc 5c 4s 8h Js 6h 2h 7h 3h 9c 5h 6d 5d Ks Ac 9d 3d 2d 3s 7c 4h 9s 7s 5s 6s Jc As Jd Qh 6c Ts];[Qc, Qd, Th, Qs, Ad];null;null;b1[r:7,80] Hero[c:0,16] ;b1[c:8,78] Hero[c:0,9] ;b1(38) ;-18;b1[Qh, 2d]32900;b2;Hero[8d, Kd]17110;b0
 Kd 8d Qs Th Qd Qc] [ 2d Ad 5d 9s 3d 3h Kh 6s 4s Ks 6h 9d 4h Kc Jc 3s 7c 3c Js 2c Jd 7h Td Ac Tc 9h Ts Ah Jh 5s 2s 5h 2h Qh 7d 8c 4d 4c 8s 7s 9c 6d As 6c 8h 5c];[Qc, Qd, Th, Qs, 2d];null;null;b1[c:8,5] ;b1[r:8,78] Hero[c:0,9] ;b1(38) ;-18;b1[Js, Td]28801;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ 5d 7h 8s 3c Kh 4d Qh 2c 4s 6d Jd 5s 9d Jh Tc 3s 7c Ad Jc 7d 7s 8h 2h 4h 5h 9s Js 2d 6h 5c 9c Ac 9h Kc As Ks 8c Ts 6c 4c 3d 6s Td Ah 2s 3h];[Qc, Qd, Th, Qs, 5d];null;null;b1[c:8,5] ;b1[c:2,3] Hero[c:0,9] ;b1(30) ;-14;b1[4h, 4c]28795;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ Jh 8c 6h 2c Js 3d 9c 8s Ah Kh 5s Ad 2h 4h 7h 8h Jd Ts 2s 6c Ac 2d Kc Jc 6s 9s 6d 9d 7c 4d 7s 9h 3c As Tc 7d 3h 5h Qh 5c 3s Td 5d 4c 4s Ks];[Qc, Qd, Th, Qs, Jh];null;null;b1[c:8,5] ;b1[c:2,3] Hero[c:0,9] ;b1(30) ;-14;b1[Kh, Ac]20490;b2;Hero[8d, Kd]17099;b0
 Kd 8d Qs Th Qd Qc] [ 9c Qh Ah 9s 3s 3c 2s 3d 4c 5s As Tc Jd 6d Ts Kc 4s 7s 9d 9h 6h 7d 8h 2d 4h Ac 5d 8s 7h Kh Ks Js Jh 5h 6s 5c 8c 2h Td 4d 7c 6c 3h Jc Ad 2c];[Qc, Qd, Th, Qs, null];null;null;b1[f:87,9] ;null;Hero{12} ;12;b1[Jh, Ad];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ Jd Ah Jc Ac 2s 6c 4c 2h 7s Js 6h 4d As 6d 8c 3c 5h 9c 7h 4s Td 7c 2d 3s Kc 9d 7d Ks 2c 5d 6s Kh 3d 9s 4h Ts Ad Jh 8h 5s 9h 8s Qh 5c 3h Tc];[Qc, Qd, Th, Qs, Jd];null;null;b1[c:7,80] ;b1[c:8,78] Hero[c:0,9] ;b1(30) ;-14;b1[Jh, Qh]32898;b2;Hero[8d, Kd]17099;b0
 Kd 8d Qs Th Qd Qc] [ Js 9c Td 2d 9d As 8h 5c 4s Ah Ks 3d 6s 6c 4c Ad Tc Kh 5h 7s 7d Kc 4d Jh Ts Jd 3s 2c 2s 3c Ac 5d 8s 9s 2h 9h 6d 6h 5s 3h 8c 4h Qh 7c Jc 7h];[Qc, Qd, Th, Qs, Js];null;null;b1[c:8,5] ;b1[c:2,3] Hero[c:0,9] ;b1(30) ;-14;b1[As, Kc]20490;b2;Hero[8d, Kd]17099;b0
 Kd 8d Qs Th Qd Qc] [ Kh 7h 5c As 6h Jd 4h 2c Js 4c Jc 2h 5h 9h 8s 8c 7c 5s 2s Kc Ac 5d Jh 7d 4s 3s 2d Ts 8h 9d Qh 4d Ks 9s Ah Td 6d 6s 9c 7s 6c 3d Tc Ad 3c 3h];[Qc, Qd, Th, Qs, Kh];null;null;b1[c:8,5] ;b1[r:8,78] Hero[c:0,9] ;b1(38) ;-18;b1[As, Ac]28804;b2;Hero[8d, Kd]28803;b0
 Kd 8d Qs Th Qd Qc] [ Qh 8h 9s 5c Jc Ah Ac Tc Jh 3c 7s 2s Ts Js 4d 7c As 5s 6s Jd 8c 4h 2h 2d 7d 5d 2c Kh 9d 5h 6d 7h 4c 8s 6c 4s Ks 9c 3d Kc 3s Ad 6h 9h 3h Td];[Qc, Qd, Th, Qs, null];null;null;b1[f:8,5] ;null;Hero{12} ;12;b1[Tc, Kc];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ Kh 2d 7s As 6h 7d 5h 5c Jh 7c Js 3d 8s 4s Td 9c Ac Ts 6c 7h 3c 3h 9s 6d 9h Kc Jd 4c 2s 5d 3s 8c 8h Jc 4d Qh 2c Ah 9d Ks 2h Ad 6s 5s 4h Tc];[Qc, Qd, Th, Qs, null];null;null;b1[f:87,9] ;null;Hero{12} ;12;b1[9h, Ad];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ Ah Js 9c 6s 7c 3c 2d 6c 7d 2h 3d Tc Kc 4h Ks 4s Td Ad Kh 2c Jd 8h 9d 5c 2s 5s 6d Qh 7h Jc 9s 5h As Ts Jh 9h 8c 3h 3s Ac 8s 4d 5d 7s 6h 4c];[Qc, Qd, Th, Qs, Ah];null;null;b1[r:7,80] Hero[c:0,16] ;b1[r:8,78] Hero[c:0,9] ;b1(46) ;-22;b1[Qh, 7d]32900;b2;Hero[8d, Kd]17110;b0
 Kd 8d Qs Th Qd Qc] [ Jd 7s 5h Jh 9s Ks 6h Ts Qh 7c 3s As 5s 2d 3d Td 4d 5d 7h 3h Ac 8s 6s Kc 8h Ad Kh 4h 9c Tc 5c 4c 9h 6c Jc 7d 3c 6d 2s 8c 9d Ah 4s 2c Js 2h];[Qc, Qd, Th, Qs, Jd];null;null;b1[c:8,5] ;b1[c:8,78] Hero[c:0,9] ;b1(30) ;-14;b1[Td, Kc]28801;b2;Hero[8d, Kd]17099;b0
 Kd 8d Qs Th Qd Qc] [ 5c 2d Jh 7c 6c 3c Td 6h 9c Js As Kc 8h 8s 7h 6s 5s 4c Ah Tc Ts Ac 2s Qh Ks 2h 6d 9d 4s 4d 9s 3s 5h 3d Kh Ad Jd 9h 3h 7d 5d 8c Jc 2c 7s 4h];[Qc, Qd, Th, Qs, null];null;null;b1[f:87,9] ;null;Hero{12} ;12;b1[9s, Kh];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 2s 5d 8h 5c 3c 4h Ad 5s 6s Ah Js Jh 6d 9c 7s 2c 8c 2d 2h Jc Kc 6c Ts 3s Kh Ac Td 3d 7d 4s 9h Jd Qh As 6h 7h 5h Ks Tc 3h 8s 7c 4c 4d 9d 9s];[Qc, Qd, Th, Qs, 2s];null;null;b1[r:7,80] Hero[c:0,16] ;b1[c:2,3] Hero[c:0,9] ;b1(38) ;-18;b1[7s, 7d]28798;b2;Hero[8d, Kd]17098;b0
 Kd 8d Qs Th Qd Qc] [ Tc 7d 5h 5c Ah 9s Ad 9h 7c 8c 7s Jc 8s Kc 8h Ts 3s Jd Js As 2s Qh 9d Kh 6d 9c 6h Ks 5s 2c 4d 3d 4s 2h 4c 6s 3h Jh 7h 2d Td 5d Ac 4h 3c 6c];[Qc, Qd, Th, Qs, Tc];null;null;b1[c:8,5] ;b1[c:2,3] Hero[c:0,9] ;b1(30) ;-14;b1[Jh, Jc]28802;b2;Hero[8d, Kd]28801;b0
 Kd 8d Qs Th Qd Qc] [ 9h Kh 5c 8h 2s 3c 6d Td 7d 9c 4h Qh Jh Ad 7s 9d Ah 8c 2d Ks 3h 2h Jc Tc Js 5d 9s 6h 3s Ac 7h 5s 3d Kc 6s 6c 5h 2c Ts Jd 4s 4c 8s 4d 7c As];[Qc, Qd, Th, Qs, null];null;null;b1[f:87,9] ;null;Hero{12} ;12;b1[As, Jc];b2;Hero[8d, Kd];b0
 Kd 8d Qs Th Qd Qc] [ 7d 3c 7s 5d 7h 3s As 6d 2d 4h 6c Kc 5c 9d 4s 4d 8s Td Jc 3d Js 7c Ks Jd 9h Ad 6h 5s 9s 2h 6s Ts 4c 2s Kh Qh 9c Jh 2c Tc 8h Ac 5h Ah 3h 8c];[Qc, Qd, Th, Qs, 7d];null;null;b1[c:8,5] ;b1[c:2,3] Hero[c:0,9] ;b1(30) ;-14;b1[3d, Td]28801;b2;Hero[8d, Kd]17098;b0
